Extra_Educational 	finalmente, cuenta con los niños cuántas salieron al contar prueba a  un niño para que cuente 	seneanxon bakebo toponkinwe jawetirin ixon westiora bakebo tanakin toponti yoiwe
Extra_Religious 	y dijo a sus discípulos	jainxon jaonmea onannaibo jato yoia iki
Extra_Religious 	y la promesa es ésta	jaskara iti yoikinra diossen abraham aká iki
Extra_Religious 	al contrario cuando te inviten ponte en el último lugar y así cuando llegue el que te invitó te dirá	jaskara iken chanikana joáx chinitainreskaya yakákanwe jatianra jan mato chania jonin joxon mato ati iki
Extra_Religious 	y ella respondió	akin jatian ainbaon yoia iki
Extra_Religious 	el que come mi carne y bebe mi sangre permanece en mí y yo en él	jatian jan nokon nami piai itan nokon jimi xeaira moa ebetan jakonhirai já iki jatian earibi jabetan jakonbires jake
Extra_Religious 	allí estuvo con ellos y bau tizaba	jatian jain ikai kamanpari jato diossen janenko nashimaa iki
Extra_Religious 	tú crees porque te dije que te vi bajo la higuera sin embargo verás cosas mayores que éstas	ja higuera jiwi naman mia yakata oinxonra en mia onanna iki akin en mia akárespa riki min ea ikonhai jaskara ikenbira nato bebonbires ani jawékibo min oinnoxiki akin
Extra_Religious 	cuando los otros diez oyeron esto se enojaron con santiago y juan	jato jaskáa ninkatax jatíribi ja chonka jaonmea onannaibo ja juan betan jakoboki sinákana iki
Extra_Religious 	no les falta ningún don espiritual y sólo esperan que cristo jesús nuestro señor nos sea manifestado	jaskara ikaxa ja non ibo jesukristo joti nete manaax mato iitai kaman ja diossen onan shinanman moa mato maxkáyamake
Extra_Religious 	maría por su parte guardaba todos estos acontecimientos y los volvía a meditar en su interior	jatian maríabiribi jatíbi neskarabo moa onanna ikax ja shinanyabi iita iki
Extra_Religious 	abram cayó rostro en tierra y dios le habló así	jatian abram chirankotax maikibi bekepia iki jainoara diossen yoiboresa iki
Extra_Religious 	y le prometió con juramento	jatian ikonkon meninoxon yoia iki
Extra_Religious 	hombres y bestias no comerán ni beberán nada	tsonbira jawebi jawékiatimaa iki jaton wakabo itan jaton karneroboribira pimakantima iki itan xeamakantima iki
Extra_Religious 	maestro maestro y lo besó	maestró akin jaskáatanan betsó aka iki
Extra_Religious 	no te digo siete sino setenta y siete veces el que no perdonó a su compañero	kanchis akinbicho atira en mia yoiamai kanchis chonkaakinkayara ja kanchis min senenhati jake apo betan teetai joni ribinkanaki shinanbenokashamaaki yoinmeeta esé
Extra_Religious 	a nuestra hermana apia a arquipo fiel compañero en nuestras luchas y a toda la comunidad que se reúne en su casa	jainoax ja min xobon tsinkitai joi akaiboribira non bomai jain iki ja non poi apia betan arkipo jabo iki atikoma meranbi nobetan tee akaibo
Extra_Religious 	ya no sufrirán más hambre ni sed ni se verán agobiados por el sol ni por viento abrasador alguno	jatianra moa jawékiatinin ikantima iki itan nomin ikantima iki moa bari xanan jato atima iki itan xananribi jato tsokásatima iki
Extra_Religious 	todo el pueblo escuchó a juan incluso los publicanos confesaron sus faltas y recibieron su bautismo	jatian neskara ninkáxon jatíbi jonibaon itan jato kopí yokataibaonribi ikonhakana iki diosra jakon iki ixon jatianra juanman jato bautizana iki
Extra_Religious 	no se vuelvan flojos sino más bien imiten a aquellos que por su fe y constancia consiguieron al fin lo prometido	noara keenyamai mato chikish itin jaskáyamaikaya ja dios ikonhaax jaki koshiabo ixon jatsanyamakin ja jatíbitian jayáti jato diossen meniti yoia bii kaai mawakanwe ja senenhabekonti joi diossen senenhai
Extra_Religious 	y yo lo resucitaré en el último día	jatian ja beabora moa nete senenketian mawatabo ikenbi en jato jirimanoxiki
Extra_Religious 	aquí estoy yo para hacer tu voluntad	nenora ea joke min shinanna keská akí iki
Extra_Religious 	y aquí tenemos un juramento lo que no se dio cuando los otros fueron hechos sacerdotes	jara diossenbi imaa iki akonkin jaskara iti yoitaanan jatian ja wetsa sakerdotebora janekaakana iki akonkin jaskara itibo yoixonmabi
Extra_Religious 	entonces se le acercó el tentador y le dijo	jatian ja jesús ochamakaskin tanai satanás jaki joá iki joxon yoia iki
Extra_Religious 	entonces por qué no le creyeron	jawekopiki maton ikonhayamaa iki akin noa ati iki
Extra_Religious 	y sus hijos henoc falú hesrón y carmí	ja rubenman bakebora iká iki hanok falú hesrón jainoax karmí
Extra_Religious 	en ellos no se ve más que injusticia perversidad codicia y maldad	jaskara kopíra ja jonibo meran moa jaton jakon shinan yamaax jakonma jawéki ati shinanyares ikanai
Extra_Religious 	amarás a tu prójimo como a ti mismo no hay ningún mandamiento más importante que éstos	minbix noikaata keskáribiakin wetsaboribi noiwe iki iká yamarake wetsa neskara esé xewina japari non senenhati akin jato aká iki
Extra_Religious 	comuniquen esto a santiago y a los hermanos luego salió y se fue a otro lugar	jakobo itan ja wetsa joi akaiboribi jato yoikanwe akin jaskáakin jato yoitaananra pikókaini moa wetsanko kaa iki
Extra_Religious 	pero la gente vio cómo se iban y muchos cayeron en la cuenta y se dirigieron allá a pie	jaskati bokanaitian oinxonra jonibaon onankana iki jain boira ikanai ixon
Extra_Religious 	no tenemos más que cinco panes y dos pescados	noara pichika pan betan rabé yapashokoyares iki
Extra_Religious 	joven yo te lo mando levántate	bakeranon weníwe akinra en mia akai akin
Extra_Religious 	que se amen unos a otros como yo los he amado	ja en mato noia keskatiribi wetsabo betan noiananti
Extra_Religious 	para los que están en cristo jesús ya no son ventajas el tener o no tener la circuncisión solamente vale la fe que actúa mediante el amor	nonra kristo jesús iráke akai ramara non jakina rebichi xatéya iamax xatéoma iti moa jawekeskamabi iki ja noimisti shinanman amaa kristo ikonhatikaya riki bebonbires jakon
Extra_Religious 	dijo yavé dios	jainxonra ibo diossen yoia iki
Extra_Religious 	ten fe en el señor jesús y te salvarás tú y tu familia	non ibo jesús ikonhawe jaskataxesa ja min xobon ikáboyabi mia kishpinti iki akin
Extra_Religious 	así lo hicieron los discípulos y todos se sentaron	jatian jaskáakin jato yoiara jatikaxbi yakákana iki
Extra_Religious 	se incorporó el muerto inmediatamente y se puso a hablar y jesús se lo entregó a su madre	jaskáa ja mawá iwana yakáinakainax moa yoyo iki peokoota iki jatianra jesussen moa jawen tita menia iki
Extra_Religious 	cómo van a creer lo que les digo yo	jawekeskaxonki ja en yoiai joibo maton ikonhati iki
Extra_Religious 	hubo un tiempo en que no había ley y yo vivía	ja esébo en onannamatianra ea jakonbires jakátiai
Extra_Religious 	y que cumplió para nosotros sus hijos al resucitar a jesús como está escrito en el salmo	rama ja noa jaton rarebobo iketian noa senenhaxonke ja jesús mawákenbi jirimaxon ja salmos kapítulo rabéain yoiai keská
Extra_Religious 	y luego se dice	ikaxbi wishá meranra ikai neskati
Extra_Religious 	jesús levantó los ojos al cielo y exclamó	jainxon jesussen bochiki oinxon neskáakin yoia iki
Extra_Religious 	salieron y entraron en los cerdos al momento toda la piara se lanzó hacia el lago por la pendiente y allí se ahogaron	jatian jato jesussen aká iki itankanwe akin jaskáa ja rabé joni meranoax jokonax boax kochibo meran ja yoshinbo weikana iki jatianbi jatíbi kochibo ishto boxon jene tsakax jenen retea keyókana iki
Extra_Religious 	así con igual violencia será arrojada babilonia la gran ciudad y no se volverá a ver más	jaskáribiira mia ani babilonia jema keyóti jake jatianra jawetianbi mia oinyamanoxikanai
Extra_Religious 	mujer yo no lo conozco	ainbó enra onanyamake akin
Extra_Religious 	raquel comentó una competición divina he competido con mi hermana y la he podido	ja bake pikóketian rakel iká iki neskati nato bake pikotara en janeai neftalí akin
Extra_Religious 	ella abrió los ojos reconoció a pedro y se sentó el le dio la mano y la ayudó a levantarse luego llamó a los santos y a las viudas y se la presentó viva	jaskáketian pedron metsontaanan nichinhinabaina iki jaskáaxon ja joi akaiboyabi benomayabo jato kenaa bekanketian moa jiria jato oinmaa iki
Extra_Religious 	pero vuelvan en seguida y digan a sus discípulos	rama ishton boxon jaonmea onannaibo yoitankanwe
Extra_Religious 	a mi regreso yo lo habría recuperado con los intereses	jatianra moa joxon ja nokon koríki kaita en bikeanke akin aká iki
Extra_Religious 	no oyes todos los cargos que presentan contra ti	minki ninkáyamai ja mia jakonmaakinbo yoii ikanai
Extra_Religious 	yavé se apareció a abram y le dijo	jainxonra jaki pikoxon ibon yoia iki
Extra_Religious 	señor ellos saben que yo recorría las sinagogas encarcelando y azotando a los que creían en ti	ibó jabaonra onanke jain tsinkiti xobotiibi kaxon ja mia ikonhaibo kárkel meran axon en jato rishkipachoaibo
Extra_Religious 	pedro con juan a su lado fijó en él su mirada y le dijo	jaskáketian rabéxonbi ja joni kikinhakin beiskana iki jainxon pedron yoia iki
Extra_Religious 	no tengan miedo vayan ahora y digan a mis hermanos que se dirijan a galilea allí me verán	rakéyamakanwe ja nokon wetsabo galileanko bokanon yoitankanwe jainoara ea oinni bokanai akin jato aká iki kopíaxon sontárobo jansomakana
Extra_Religious 	por qué me llaman señor señor y no hacen lo que digo	jaweatiki ibó ibó akin maton ea janeai nokon keenai keskábo axonkinmabi
Extra_Religious 	noé tuvo tres hijos sem cam y jafet	noéra kimisha benbo bakeya iká iki jabaon jane iká iki sem kam jafet
Extra_Religious 	lo tomaron y lo arrojaron a una cisterna que estaba seca sin agua	ja jopemaxon yatantaanan ja mai kini chichó manxanshaman ikain josé potakana iki
Extra_Religious 	llevamos el fuego y la leña pero	oinwe noa riki karo betan chiiya ikaxbi
Extra_Religious 	abram tenía ochenta y seis años cuando agar le dio su hijo ismael	ja ismael pikoontianra abram posaka chonka sokota baritiaya iká iki
Extra_Religious 	y él les dijo	jatian jesussen jato yoia iki
Extra_Religious 	señor estoy dispuesto a ir contigo a la prisión y a la muerte	ibó eara mibébi kárkel meran katires iki jainoaxa ea mibébi mawáti atipanke akin
Extra_Religious 	maría magdalena se fue y dijo a los discípulos he visto al señor y me ha dicho esto	jaskáa ja magdalainoa maría kaa iki ja jaonmea onanaiboiba kaxon jato yoia iki ja ibora en oinbeirana itan jan yoia joiboribi jaonmea onanaiboki jesús pikota
Extra_Religious 	adorarás al señor tu dios y a el sólo servirás	non ibo diosbichores rabikanwe itan jabichoresibi jawen keenabo axonkanwe iki akin
Extra_Religious 	pero en la noche dios habló a abimelec en sueños y le dijo	jaskákenbira ja yamébi namáketian abimelek diossen yoia iki
Extra_Religious 	pues el señor corrige al que ama y castiga al que recibe como hijo	non ibonra jan jato noiabo ponténon ixon jato yoiai jainxon jawen bakeakin jato shinannaiboribi jato kastiganai iki
Extra_Religious 	por tanto amadísimos míos que siempre me han escuchado sigan procurando su salvación con temor y temblor y si lo hicieron cuando me tenían presente háganlo más todavía cuando estoy lejos	jaskara ixon ja matoiba ea inontian nokon joi ea ninkáxonkatiaibo ixon ramakaya ea ochó iketian bebonbires ea joi ninkáxonkanwe ja kishpinmeetabo ikax iti keskatibi ikanwe dioski rakétaanan
Extra_Religious 	y yavé se preguntó	jatianra diossen shinanna iki
Extra_Religious 	yo se lo digo	jakopíra en mato yoiai
Extra_Religious 	si uno dice yo amo a dios y odia a su hermano es un mentiroso	jaweratoboki enra dios noike ikibi jaton wetsabo betanbi omisananai jabora jansobo iki
Extra_Religious 	zaqueo baja en seguida pues hoy tengo que quedarme en tu casa	zakeo ishton pakéwe ramara min xobon ea merati kati jake akin
Extra_Religious 	los publicanos y pecadores se acercaban a jesús para escucharle	jatian ja romamea apo jato kopí yokáxonaibo betan jakonma ninkakaatai jonibora ja jesussen yoiaibo ninkati bekana iki
Extra_Religious 	el que recibió cinco talentos negoció en seguida con el dinero y ganó otros cinco	jan pichika waranka bia joninra ja koríkinin teexon wesa pichika warankaribi bia iki
Extra_Religious 	y les preguntaron	jato kenamaa jawen anibo bekanketian yokákana iki
Extra_Religious 	y así fue	jatianra jaskara iká iki
Extra_Religious 	a nosotros ciudadanos romanos nos han azotado públicamente y nos han metido en la cárcel sin juzgarnos	noara akanke romano jonibo ikenbi ja esekan yoiai keskáakin yokábo ayonxonmabi joni icha bebonxon rishkiontaanan noa kárkel meran niakin jatian
Extra_Religious 	entonces conocerán la verdad y la verdad los hará libres	akonkinra maton ea onannoxiki jaskáakin akonkin maton ea onanketianra xabakaatabo en mato imanoxiki akin
Extra_Religious 	y jacob se quedó solo entonces alguien luchó con él hasta el amanecer	jatian ja jonin moa jakob jaaresti atipanyamaxon jawen chipexkoain timakin tsipaskea iki
Extra_Religious 	otros cayeron en terreno pedregoso con muy poca tierra y brotaron en seguida pues no había profundidad	jatíribi berobora makan xaran maana iki jain maana berobora basiamai xoxoa iki mai kextóma iketian
Extra_Religious 	y las siete vacas flacas y feas se comieron a las siete vacas gordas	ja oshishoko waka beabaonra aibake ja jatonpari mapéwana xoa itan jakonshaman kanchis wakabo pikin keyokin
Extra_Religious 	jesús en cambio permanece para siempre y no se le quitará el sacerdocio	ikaxbi jesússa jawetianbi mawáyamai ikax jawen toan wetsa sakerdotebo jikiti atipanyamake
Extra_Religious 	el los alcanzó y les habló en esa forma	jaskáakin josekan yoia kaxonra jato nokotaanan ja yoiwana joishamanribi jato yoia iki
Extra_Religious 	y si yo tuviera que juzgar mi juicio sería válido porque yo no estoy solo el padre que me envió está conmigo	jatian jawekeskabo onanna ixon jaskara riki akin en mato yoiara ikon iki enbicho shinantaanan mato yoiaima ikax jan ea raana nokon papa dios betan shinantaanankayara en mato akai yoikin
Extra_Religious 	le escupían en la cara y con la caña le golpeaban en la cabeza	jainxonribi betoshba akana iki ja yatanmakana iwana jiwinbiribi mapoki rishkikana iki
Extra_Religious 	jesús quería mucho a marta a su hermana y a lázaro	marta itan jawen wetsa jainoax ja lazaro jato akonbireskin noia ikaxbi jesús
Extra_Religious 	al oír esto rut se inclinó profundamente hasta el suelo y le dijo	jatianra rut iresama joni iketian mai tii anon kaman beotaanan booz yokata iki
Extra_Religious 	y éstos irán a un suplicio eterno y los buenos a la vida eterna	jaskara jakonma jonibora jatíbitian masá tenetiain bokanti jake
