Wixarika_Corpora 	 Muchacha de cabello largo	Uka maka t+t+ 
Mexican_constitution 	I. A partir de la ausencia definitiva del Fiscal General, el Senado de la República contará con veinte días para integrar una lista de al menos diez candidatos al cargo, aprobada por las dos terceras partes de los miembros presentes, la cual enviará al Ejecutivo Federal. 	I. Mukumaweretsie yuheyeme Fiscal General, miki Senado de la República peixeiyani xei tewiyari tukari mitawewieniki me´aka´uukame yameyupaimeti tamamata memiyuti’uitiwa mikitsie mieme, yametenaki´eriekaku yuwaikawa heiwa memayetei, mepenuni´airieni ´itsikame Mekiku mieme. 
Mexican_constitution 	Si el Ejecutivo no recibe la lista en el plazo antes señalado, enviará libremente al Senado una terna y designará provisionalmente al Fiscal General, quien ejercerá sus funciones hasta en tanto se realice la designación definitiva conforme a lo establecido en este artículo. 	Xika ´itsikame kahenuhurieni miki me´aka´ukame ´iniarime hitia pai maxaxatsiwa pai, penuni´ani yuhetsie meyuhaikame wahetsia Senado metá xeime pitahiawe yatewimeki Fiscal General, miki piraye´atiwani mana timieme mexixi hiawixa yuheyeme mana mieme yuwewie ke mutiyuatikatsie ´iki ´aritikuru. 
Mexican_constitution 	En este caso, el Fiscal General designado podrá formar parte de la terna. 	´Ikitsie timieme, miki Fiscal General mutahiawarie piyiweni mi´iarini tsiere miki memuyuhaikatsie. 
Mexican_constitution 	II. Recibida la lista a que se refiere la fracción anterior, dentro de los diez días siguientes el Ejecutivo formulará una terna y la enviará a la consideración del Senado. 	II. Menuhurienitsie memayehu maxaxatsiwa piratsiuni hitia pai, maniere tamamata tukari ´itsikame Mekiku mieme piwaranuyehapani meyuhaikame metá menuni´ani ya memitetanaki´erieniki Senado. 
Mexican_constitution 	III. El Senado, con base en la terna y previa comparecencia de las personas propuestas, designará al Fiscal General con el voto de las dos terceras partes de los miembros presentes dentro del plazo de diez días. 	III. Senado, miki waxeiyati yuhaikame metá meyutixatayu wahetsia yuxexuiti, menitahiawikuni Fiscal General wawututsie yuwaikawa muwa memayeteitsie kahaye´awekaku tamamata tukari. 
Mexican_constitution 	En caso de que el Ejecutivo no envíe la terna a que se refiere la fracción anterior, el Senado tendrá diez días para designar al Fiscal General de entre los candidatos de la lista que señala la fracción I. 	Xika miki ´itsikame Mekiku mieme kaheini´ani meyuhaikame paxapu hitia pai mikuxata pai, Senado peixeiyani tamamata tukari mitahiaweki Fiscal General kehate memaka´uxa memiyuti’uitiwa miraxaxatsiwa pai piratsiuni I. 
Mexican_constitution 	Si el Senado no hace la designación en los plazos que establecen los párrafos anteriores, el Ejecutivo designará al Fiscal General de entre los candidatos que integren la lista o, en su caso, la terna respectiva. 	Xika miki Senado xeime ka´utahiawe ´iniarimetsie ke mutiyuatika paxapute hitia pai, ´itsikame Mekiku mieme kanitahiawimiki Fiscal General kehate memayehu memiyuti’uitiwa ya, xika mipai ti´aneni, memuyuhaikatsie. 
Mexican_constitution 	IV. El Fiscal General podrá ser removido por el Ejecutivo Federal por las causas graves que establezca la ley. 	IV. Miki Fiscal General piyiweni manayehiiyani heki ´itsikame Mekiku mieme ranierekaku kwinie ti´aneti lei mikuxatapai. 
Mexican_constitution 	La remoción podrá ser objetada por el voto de la mayoría de los miembros presentes de la Cámara de Senadores dentro de un plazo de diez días hábiles, en cuyo caso el Fiscal General será restituido en el ejercicio de sus funciones. >Si el Senado no se pronuncia al respecto, se entenderá que no existe objeción. 	Kepauka xewiti mikuyuitiarieni ya katiniyimiki Cámara de Senadores ya hainekaku tamamata tukaritsie, ‘ana Fiscal General kanita’imaiyariemiki yu’uximayatsikatsie, Senado xika ‘atsi ka’utayiní kename ri ya tiyiní katineyuti’enietiyeikani. 
Mexican_constitution 	V. En los recesos del Senado, la Comisión Permanente lo convocará de inmediato a sesiones extraordinarias para la designación o formulación de objeción a la remoción del Fiscal General. 	V. Memikahayetenitsie Senado, Comisión Permanente ´inierika pitawewieni yapauka memiwewieniki tsetsiuni katukaritsie mitahiawarieniki ya yiki mititaniukieniki kepauka manayehiiwani Fiscal General. 
Mexican_constitution 	VI. Las ausencias del Fiscal General serán suplidas en los términos que determine la ley. 	VI. Mukumawerenitsie Fiscal General hetsiena mieme payeikani nitsixa ke mutaine leitsie. 
Mexican_constitution 	Corresponde al Ministerio Público la persecución, ante los tribunales, de todos los delitos del orden federal; y, por lo mismo, solicitará las medidas cautelares contra los imputados; buscará y presentará las pruebas que acrediten la participación de éstos en hechos que las leyes señalen como delito; procurará que los juicios federales en materia penal se sigan con toda regularidad para que la impartición de justicia sea pronta y expedita; pedirá la aplicación de las penas, e intervendrá en todos los asuntos que la ley determine. 	Hetsie pirakaa Ministerio Público miwaranukuwewiyani, tribunales wahetsia, naime ´axa miti´anenetsie hitia pai timieme Mekiku; metá, yaxeikía ti´anemetsie, pitawauní ya mitiyiniki ´axa ti´aneti mikatiyuyeweiyaniki kehate memixanetsie; mitiwauni metá mihekiariya mipai tita wahetsie mirakaa rahekiakame kename ´aku miki mipai me´iyi lei mexaxata kename miki ´axa ti´ane; miraye´atiwani xanetsika Mekiku mieme hiixatsie tiuyuyeweiyani ´aixia ti´anemeki miraye´axeniki xeimieme xanetsika metá tixaititsie ´atsi kati´aneti; mitawauni kepaimemeki manutahiiyani, heuye´iariti naimetsie miraniere lei mikuxata. 
Mexican_constitution 	La Fiscalía General contará, al menos, con las fiscalías especializadas en materia de delitos electorales y de combate a la corrupción, cuyos titulares serán nombrados y removidos por el Fiscal General de la República. 	Miki Fiscalía General peixeiyani, tsikere, miki pixikarite xeikía timieme hiawixatsie ´axa miti´anene metá memiwakwitiwe memitenawatiwe, miki ´ukiyarite mana mieme mepitihiawarieni metá me´anayexiriwati mikiki Fiscal General de la República. 
Mexican_constitution 	El nombramiento y remoción de los fiscales especializados antes referidos podrán ser objetados por el Senado de la República por el voto de las dos terceras partes de los miembros presentes, en el plazo que fije la ley; si el Senado no se pronunciare en este plazo, se entenderá que no tiene objeción. 	Miki hiawixa metá memanayexiriwa pixikarite memite’akumatetsie hitia paiti maxaxatsiwa ya memikatetanaki´erieni piyiwe Senado de la republica wawututsie yuwaukawa keyupaimeti muwa memayeteni, ´iniarime lei ke mutaine; xika Senado ´atsi kahaineni ya mireuku´iniaritsie, mipai pitiuyu´enieni kename ya meteha´eriwa. 
Mexican_constitution 	La ley establecerá las bases para la formación y actualización de los servidores públicos de la Fiscalía, así como para el desarrollo de la carrera profesional de los mismos, la cual se regirá por los principios de legalidad, objetividad, eficiencia, profesionalismo, honradez y respeto a los derechos humanos. 	Lei pitiwewieni tsutiamete muyutawewieniki metá muyukuhekwariyaniki kiekaritsie memite´uximayá miki pixikari, yaxeikía ´aixia matsi memitiyineniki memiteyu´ikitiatsie miki maiyá, miki puyuyehaximeni leitsie ke mutiyuatikatsie ´utaneeti, mikitsie xeikía ´u´erieti, yiweti, yumaiyatsie, katiku´itawati metá titeri wahetsie nunuwame waheimá ka´uyemieti. 
Mexican_constitution 	El Fiscal General presentará anualmente a los Poderes Legislativo y Ejecutivo de la Unión un informe de actividades. 	Miki Fiscal General pikuhekiariyani witari muyutsutuwatsie wahetsia Poderes Legislativos metá ´itsikame Mekiku mieme ´ayemieme yu´uximayatsikatsie mieme. 
Mexican_constitution 	Comparecerá ante cualquiera de las Cámaras cuando se le cite a rendir cuentas o a informar sobre su gestión. 	Pititaxata tsepá ke´aneme hixie Cámaras kepauka mita´inierieni mitixatamieki ke mitimie metá tita ti´uximaya. 
Mexican_constitution 	El Fiscal General de la República y sus agentes, serán responsables de toda falta, omisión o violación a la ley en que incurran con motivo de sus funciones. 	Miki Fiscal General de la República metá memiparewie, meyaní wahetsie rakaaiti memitehatimaiyatsie, memikanieretsie ya nanaimarika leitsie memiwewieka miki yu´uximayatsikatsie. 
Mexican_constitution 	B. El Congreso de la Unión y las legislaturas de las entidades federativas, en el ámbito de sus respectivas competencias, establecerán organismos de protección de los derechos humanos que ampara el orden jurídico mexicano, los que conocerán de quejas en contra de actos u omisiones de naturaleza administrativa provenientes de cualquier autoridad o servidor público, con excepción de los del Poder Judicial de la Federación, que violen estos derechos. 	B. Congreso de la Unión metá leitexi wewiwamete ´etsitarute mieme, kepapaime memitekematikatsie, mepika´uitiaxiani parewiwamete nunuwame mitixeiyaniki teiteri wahetsie nunuwamete hetsiena munua leitsie Mekiku mieme, miki mepeitimamateni muxuawetsie xanetsika hepa ya miti´aneki miranayetimaiyariwatsie timieme ´iwiyametsie hakunetikaikaku tsepá ke´aneti ´itsikametsie ya kiekaritsie ´uximayatamete, mehanayehayewati mieme Poder Judicial de la Federación, ´iki xika heimá me´iyekikani heitseriekamete. 
Mexican_constitution 	Los organismos a que se refiere el párrafo anterior, formularán recomendaciones públicas, no vinculatorias, denuncias y quejas ante las autoridades respectivas. 	Miki parewiwamete maxaxatsiwa paxapu hitia paitsie, mepitiwewiwani ´aixia miti´aneniki kiekaritsie, katiwiyaweti, xanetsika metá ya mikatinaki´eriwa wahetsia ´itsikate wahetsie timieme. 
Mexican_constitution 	Todo servidor público está obligado a responder las recomendaciones que les presenten estos organismos. 	Yunaiti kiekaritsie te´uximayatamete wani´ari pihiki mema´ewani ya memitahiawariwatsie miwayetuiriwa ´iki parewiwamete. 
Mexican_constitution 	Cuando las recomendaciones emitidas no sean aceptadas o cumplidas por las autoridades o servidores públicos, éstos deberán fundar, motivar y hacer pública su negativa; además, la Cámara de Senadores o en sus recesos la Comisión Permanente, o las legislaturas de las entidades federativas, según corresponda, podrán llamar, a solicitud de estos organismos, a las autoridades o servidores públicos responsables para que comparezcan ante dichos órganos legislativos, a efecto de que expliquen el motivo de su negativa. 	Kepauka ´aixia miti´aneniki miwewiya mikahanuhuriwani ya mipai mepikatekaki ´itsikate ya kiekaritsie ´uximayatamete, ya mepitiyuani, ke ti´anemeki metá memehekiariya ketitayari ya mekatenaki´erie, tsiere, Cámara de Senadores ya mumawenitsie miki Comisión Permanente, ya xaxatamete kwie mieme ´etsitaru, hakewa memiemetini, piyiwe mita´inieni, miki meteha´iwawakaku parewiwamete, ´itsikate ya kiekaritsie te´uximayatamete wahetsie mirakaa memuyutaxataki wahixie miki texaxatamete, memitaxataki ketitayari ya mekatenaki´erie. 
Mexican_constitution 	Estos organismos no serán competentes tratándose de asuntos electorales y jurisdiccionales. 	´Iki parewiwamete mepikatekema xika raniereni hiawixa wututsie metá jurisdiccionales. 
Mexican_constitution 	El organismo que establezca el Congreso de la Unión se denominará Comisión Nacional de los Derechos Humanos; contará con autonomía de gestión y presupuestaria, personalidad jurídica y patrimonio propios. 	Miki parewiwame mitawewieni Congreso de la Unión pitiuyuteriwani Comisión Nacional de los Derechos Humanos; yuxaitá yiweti payaní naimetsie metá tuminitsie, leitsie ´aixia hauti´aneti metá piinite yuhetsie timieme rexeiyati. 
Mexican_constitution 	Las Constituciones de los Estados y el Estatuto de Gobierno del Distrito Federal establecerán y garantizarán la autonomía de los organismos de protección de los derechos humanos. 	Miki wimarite ´etsitaru mieme metá Estatuto de Gobierno del Distrito Federal pitiwewieni metá piraye´atiwani yuxaitá memiyiwaweniki heitseriekate heimá nunuwame. 
Mexican_constitution 	La Comisión Nacional de los Derechos Humanos tendrá un Consejo Consultivo integrado por diez consejeros que serán elegidos por el voto de las dos terceras partes de los miembros presentes de la Cámara de Senadores o, en sus recesos, por la Comisión Permanente del Congreso de la Unión, con la misma votación calificada. 	Miki Comisión Nacional de los Derechos Humanos peixeiyani Consejo Consultivo mehaye´ukame tamamata kutsekutsixi mepitihiawarieni wututsie yuwaikawa ke yupaimeti muwa memayeteni Cámara de Senadores, ya memi´uxipiekatsie, Comisión Permanente del Congreso de la Unión waheki, yaxeikía paimemeki wutu. 
Mexican_constitution 	La ley determinará los procedimientos a seguir para la presentación de las propuestas por la propia Cámara. 	Lei pikuxatani kepai ti´anemeki pitiuyuyeweiya miki memihekiareki miki yuhetsie Cámara. 
Mexican_constitution 	Anualmente serán substituidos los dos consejeros de mayor antigüedad en el cargo, salvo que fuesen propuestos y ratificados para un segundo período. 	Xeiwitari ´anuyeneikakaku mepukupatsiwani yuhutati kutsekutsixi ´ememiteutewi mana me´aye´uti, hawaiki xika tawari me´anuyexatsieni. 
Mexican_constitution 	El Presidente de la Comisión Nacional de los Derechos Humanos, quien lo será también del Consejo Consultivo, será elegido en los mismos términos del párrafo anterior. 	Miki Presidente de la Comisión Nacional de los Derechos Humanos, tsiere payaní mieme Consejo Consultivo, pitahiawarieni ke mireukunitiká paxaputsie hitia pai. 
Mexican_constitution 	Durará en su encargo cinco años, podrá ser reelecto por una sola vez y sólo podrá ser removido de sus funciones en los términos del Título Cuarto de esta Constitución. 	Puyurieni mana ´ayeweti ´auxuwi witari, tawari mutahiawarieni piyiwe hapaina tewimeki metá xeikía manayehiiyani piyiwe mitikematika nitsixa ke mutiyuane Tituru Nauka ´iki wimaritsie. 
Mexican_constitution 	La elección del titular de la presidencia de la Comisión Nacional de los Derechos Humanos, así como de los integrantes del Consejo Consultivo, y de titulares de los organismos de protección de los derechos humanos de las entidades federativas, se ajustarán a un procedimiento de consulta pública, que deberá ser transparente, en los términos y condiciones que determine la ley. 	Mitahiawarienitsie ´ukiyari mieme presidencia de la Comisión Nacional de los Derechos Humanos, yaxeikía yunaiti mati memaye´u, Consejo Consultivo, metá ´ukiyarite mana mieme parewiwamete hetsiena nunuwame teiteri wahetsie nunuwame ´etsitaru mieme, mepiyiaka me´uweiyati ´iwawiyarika kiekaripa miemeki, hekía piti´aneni, ke mitikunitsa metá ke ti´anekaku mikuxata lei. 
