Wikipedia 	Jezreel: Jezreel: Ika Water: primero en la región de Subtanjala.	Urqunaka: Jawiranaka: Ika Qutanaka: Huakachina Nayriri Subtanjalla markam.
Wikipedia 	Carlos Fernando Ramírez Centeno en Lima, en 1957, 17 de Anatalia - Lima, 2019, en su lugar de origen, el 25 de julio de 2019, fue el único lugar donde se hizo el himno nacional.	Carlos Fernando Ramírez Centeno suti (* Lima, 1957 mara 17 uru Anata phaxsin yuritayna - Lima, 2019 mara 25 uru Thaya kuti phaxsin yuriwi),  Piruw jacha marka q'uchu arsuyaña.
Wikipedia 	Y creó el programa en la radio Illimani "Sabor a Tierra" y luego intervino en el canal de noticias "El Hippershow".	Ukat radio Illimani-n "Sabor a Tierra" uka wakichäwrak uñstayäna, ukat kanal istatalan "El Hippershow" uk kunrak sarayäna.
Wikipedia 	Las piedras de la muralla están labradas con barro.	Pirqapax qalamp ñiq'imp lursutawa.
Wikipedia 	Y la parte que les corresponde a ellos, es decir, la parte que les toca a ellos, es la parte que les toca a ellos, es decir, la parte que les toca a ellos, la parte que les toca a ellos, es decir, la parte que les toca a ellos, la parte que les toca a ellos, la parte que les toca a ellos, y la parte que les toca a ellos, la parte que les toca a ellos, la parte que les toca a ellos	Aqupampa jisk'a t'aqa suyuxa (kastilla aru: Distrito de Acobamba).  Piruwna mä jisk'a t'aqa suyuwa, Hunin jach'a suyu, Tarma jisk'a suyu.
Wikipedia 	la cuarta, la cuarta, la cuarta.	Commons katt'ana uñnaqa Pusi jisk'a t'aqa suyu.
Wikipedia 	Las hendiduras de los soportes están en la parte posterior de las basas;	Kallachi ch'akaxa jikhani tarkuwjankiwa.
Wikipedia 	1981-1983: Emilio Noblecilla Vargas, AP.	1981-1983: Emilio Noblecilla Vargas, AP.
Wikipedia 	Frangelico Tiziano Commons TINtoretto.	Fra Angelico Tiziano Commons katt'ana uñnaqa Tintoretto.
Wikipedia 	106,92 km2 Daniel Hernández fue la primera nación de la provincia de Mariscal Cáceres (3280 kilómetros).	106,92 km2 Daniel Hernández jisk'a t'aqa suyu nayriri marka: Mariscal Cáceres (3 280 msnm).
Wikipedia 	Jezreel: Jehú: En el año de Jezreel, ¿acaso Nabot de Jezreel tenía 3.892 hijos de Jehú?, los cuales usaban San Jehú.	Qullunaka: Jawiranaka: Qutanaka: 3 892 jaqi (? chacha, ? warmi) (2005 mara) Karmin Pallan San Huwan.
Wikipedia 	El reino de los cielos ha llegado a ser de un reino dividido.	Xauxa JNE Qhapaq jaqi Commons katt'ana uñnaqa Apata jisk'a t'aqa suyu.
Wikipedia 	Madingou Owando Hindá Kintingou 4 662 446 lenguas nativas, lingala y kikongo: lenguas oficiales.	Madingou Owando Hinda Kinkalla Madingou 4 662 446 phransiya aru, lingala aru, kikongo aru: ufisyal arunaka.
Wikipedia 	Jehú: El mar: Jezreel, el primero en la ciudad de Damas; el árabe, el idioma incircunciso.	Urqunaka: Qutanaka: Jawiranaka: Nayriri Damasku markam. arabya aru: ufisyal aru.
Wikipedia 	1962 - año.	1962 - mara.
Wikipedia 	Maldigo, por sus siglas en inglés;	Commons katt'ana uñnaqa Maldiwanaka.
Wikipedia 	Es un animal muy langosto, que puede tomar cualquier clase de carga.	Uka uywax wali t'iju, ukjamarak jathi q'iphinaks aptarakispha.
Wikipedia 	100,51 km2 ⁇ : Jezreel: Ojo: primero en Pamps Chico.?	100,51 km2 Qullunaka: Jawiranaka: Qutanaka: Nayriri Pampas Chico marka. ? jaqi Santa Rosa Santiago 2011-2014: Parruqu: Preb.
Wikipedia 	Allí venden solamente el ganado, y los que viven allí cerca lo venden todo.	Ukawjan wakakamak aljapxi Ukawjarux uka jak'an jakasirinakaw uywanakap aljañtak irpanipxaraki.
Wikipedia 	248,56 km2 de la provincia de las Capillas de Santo Domingo: San Santo Domingo de Capillas (3367 ⁇ ).	248,56 km2 Santo Domingo Kapillas jisk'a t'aqa suyu nayriri marka: San Santo Domingo Kapillas (3 367 msnm).
Wikipedia 	Lech, en Jezreel Popowo, el 29 de mayo de 1943, en la provincia de Puluña,	Lech Wałęsa (* Popowo, 1943 mara 29 uru Llamp'u phaxsin yuritayna - ), Puluña jacha marka anakithiri.
Wikipedia 	Sipultura del dante.	Dante sipultura.
Wikipedia 	Son personas: 175,938.	Jaqinaka: 175,938 (2002).
Wikipedia 	Haz para ti una pantalla de dos filos.	Awankay Commons katt'ana uñnaqa Wankaray.
Wikipedia 	Javier Del Río (Arzuwispu).	Javier Del Río (Ariqipa Arzuwispu).
Wikipedia 	Clima: Clima: Oswaldo Verástegui Hurtado, del Partido Peruano, con sede en Santa Rosa.	Qullunaka: Jawiranaka: Qutanaka: 1 842 jaqi (? chacha, ? warmi) Santa Rosa 2011-2014: Oswaldo Verástegui Hurtado, Partido Aprista Peruano.
Wikipedia 	Una pequeña propiedad formada por dos esclavas.	Commons katt'ana uñnaqa Llalli jisk'a t'aqa suyu.
Wikipedia 	La muralla de la ciudad de San Miguel, es decir, la muralla de la ciudad de Lambayeque, será reducida a dos partes: la gran ciudad, la pequeña y la pequeña.	San Miguel Municipalidad Provincial Lampalliqi jisk'a t'aqa suyuxa (kastilla aru: Distrito de Lambayeque).  Piruwna mä jisk'a t'aqa suyuwa, Lampalliqi jach'a suyu, Lampalliqi jisk'a suyu.
Wikipedia 	Porque los arameos de antaño habían respetado a todos los que habitaban en tu tierra: los montes, los truenos, los arroyos y todo lo demás.	Nayrapacha achachil awichanakasax pachamama uraqin utjirinakar wali yäqapxiritayna: qullunakaru, q'ixuq'ixuru, jach'a jawiranakaru yaqhanakampiru, ukat askinjamaw sarnaqapxarakirïtayna.
Wikipedia 	El Dragón Bruce Lee ( Castilla).	Dragon Bruce Lee (Kastilla aru).
Wikipedia 	Jezreel: Juan Sucasaire Aquez.	2007-2010: Juan Sucasaire Aquise.
Wikipedia 	DISPOSICIÓN FINAL DE LAS Autoridades regionales y municipales de 2011 2011.	JNE Autoridades regionales y municipales 2011 Wankawillka Commons katt'ana uñnaqa Wantu jisk'a t'aqa suyu.
Wikipedia 	Jehú: Jehú: Jehú: En el año de Jezreel, ¿acaso Nabot de Jezreel tenía 3.761 hombres?, los cuales usaban Santa Clara.	Qullunaka: Jawiranaka: Qutanaka: 3 761 jaqi (? chacha, ? warmi) (2005 mara) Karmin Pallan Santa Clara.
Wikipedia 	Muchas mujeres han terminado con sus maridos; pero mi madre no ha querido tomar piedras para sí, y todas las noches ha llorado amargamente.	Waljan warmix chachanakapampix jank'akiw tukuyapxiri; ukampirus mamajax janiw qalanak aptañ atkiriti, ukataw arumanakax sint jachiri.
Wikipedia 	Gran Concepción Coronel.cl Las pequeñas lenguas de las Lajas (artífice de las Lajas).	Gran Concepción Coronel.cl Lajas jisk'a t'aqa suyuxa (kastilla aru: Distrito de Lajas).
Wikipedia 	El estruendo, la estruendosa, la gaviota, la gaviota, el batán, la piedra lisa y el apéndice de la lluvia;	K'iyaña, piqaña, qhuna (kastilla aru: Batán), llusk'a qalata ch'ixuta, jallpa wayk'a k'iyaña yäwa.
Wikipedia 	Clima: Elard Percy Amésquita Silva.	2007-2010: Elard Percy Amésquita Silva.
Wikipedia 	El sistema religioso de salud saluda al bilingüe político, Jehú 978-9972-46-410-2 Reseña académica y bibliográfica Colección de entrevistas y algunas posías A media voz en el norte de Bolivia (5144 metros).	Qullasïwi (Piruw) Diccionario bilingüe polilectal, ISBN 978-9972-46-410-2 Reseña académica y bibliográfica Colección de entrevistas y algunas poesías A media voz Wila Qullux Wuliwya markana mä jach'a qulluwa (5 144 m).
Wikipedia 	Sobre las alas del querubín hay un pedestal, para que las aguas no se esparzan, y para que el que corre se detenga y se detenga.	Jikhani chhiqha Jikhani patankiwa, umana jani  q'achhirst'añataki suma wayxasiñapataki, muytañataki ukhamaraki jalkasaxa sayt'añataki.
Wikipedia 	Ay, ay! ¡Ay, ay! ¡Ay, ay! ¡Ay, ay! ¡Ay, ay!	Ayha Commons katt'ana uñnaqa Ayha jisk'a t'aqa suyu.
Wikipedia 	Una web oficial de Catuña (computadora: Mango), fruta.	Ufisyal web Catuña (kastilla aru: Mango), achu.
Wikipedia 	Rama de la tribu de Rubén.	Qarwas Commons katt'ana uñnaqa Anta (Qarwas) jisk'a t'aqa suyu.
Wikipedia 	El día de hoy se lleva a cabo la historia Jusiya San Martin Simon Wuliwar Juan Antonio Lavalleja Fernando Otorgués Andrés Latorre Manuel Oribe Andrés Guazurari Commons bajo la dirección de José Artigas.	Uruwayi nayra sarnaqawi Jusiya San Martin Simuna Wuliwar Juan Antonio Lavalleja Fernando Otorgués Andrés Latorre Manuel Oribe Andrés Guazurarí Commons katt'ana uñnaqa José Artigas.
Wikipedia 	Mohandas Karamchand Gandhi, Mahatma Gandhi;  ⁇ wood Jewood Jewood Environment Jewood Jewood Jewood Jewood Jewood Jewood Jewood, 1869 años 2 de octubre de ⁇  - Nueva Delhi, 1948, 30 de junio de 1948), Indya x e	Mohandas Karamchand Gandhi, Mahatma Gandhi; महात्मा गांधी (* Porbandar, 1869 mara 2 uru Taypi sata phaxsin yuritayna - New Delhi, 1948 mara 30 uru Chichu phaxsin sarawayxarakitayna),  Indya jacha marka arxatiri & anakithiri.
Wikipedia 	 ⁇ : Juan Carlos Mendoza Ruiz.	2007-2010: Juan Carlos Mendoza Ruiz.
Wikipedia 	Los pechos llegan hasta el final del día.	Tujtukata jikhankamawa jaraphinakaxa puri.
Wikipedia 	Lingua Franca Nova; idioma nativo.	Lingua Franca Nova aru; pachanaka aru.
Wikipedia 	Además, podrían vivir en grandes grupos.	Ukhamarusa walja tamata jakasipxaspa.
Wikipedia 	1967-1969: Benjamín Salcedo Munarriz, Acción Popular.	1967-1969: Benjamín Salcedo Munarriz, Acción Popular.
Wikipedia 	DISPOSICIÓN FINAL DE LAS Autoridades regionales y municipales de 2011	JNE Autoridades regionales y municipales 2011 Chulukanas Commons katt'ana uñnaqa Yamango jisk'a t'aqa suyu.
Wikipedia 	Antiguamente, el rey Manuel Quintana, José de Uriburu, tenía una imagen bajo la mano de Julio Roca.	Arxintina nayra sarnaqäwi Manuel Quintana José de Uriburu Commons katt'ana uñnaqa Julio Roca.
Wikipedia 	Padre: Robert De Niro Sr. ; madre: Virginia Admiral.	Awki: Robert De Niro Sr. ; Tayka: Virginia Admiral.
Wikipedia 	Imagen de Wen Jiabao, usada anteriormente por los presidentes de China.	China nayra sarnaqäwi Hu Jintao Hui Liangyu Commons katt'ana uñnaqa Wen Jiabao.
Wikipedia 	Disminución de dos clases de pieles.	Commons katt'ana uñnaqa T'uku usu.
Wikipedia 	Hijos: (5).	Yuqanaka: (5).
Wikipedia 	Primero hay que calcular la cantidad de agua que se cocinó para cada hombre.	Nayraqatpachxa, umaw qawqha jaqitakis phayatan uk tantiyaña.
Wikipedia 	Sepulcro bajo el manto de Commons.	Awankay Commons katt'ana uñnaqa Qapaya .
Wikipedia 	Cuando lloren y lloren, significa que se desmayarán.	Kunawsatix qaytix qay...qay...qayti sasax jachapxixa, ukax thaytaniniw sañ muni.
Wikipedia 	Jehú: Jehú: Jehú, en el arroyo de Kaplina: A principios de Taruká, 434 hombres (213 hombres y 221 mujeres) fueron a las casas de San ⁇  y San Pawlu Asu, con sus correspondientes centros de estudio:	Urqunaka: Jawiranaka: Kaplina jawira Qutanaka: Nayriri Tarukachi markam 434 jaqi (213 chacha, 221 warmi) Karnawalnaka San Pidru & San Pawlu Asu utanaka: Huch'uy yachay utanaka: Chawpi yachay utanaka: Jach'a Yatiñ Utanaka: 2011-2014: Jesús Melanio García Calizaya.
Wikipedia 	El primero: Bern Zúrich.	Nayriri marka: Bern Zúrich.
Wikipedia 	5 081 hombres de San Hua Bawtista usanza.	5 081 jaqi San Huan Bawtista Asunsyun Pallan.
Wikipedia 	Jezreel: Gelder Sabre Ayauja Loaza, del Partido ⁇  Peruano.	2011-2014: Gelder Sabre Ayauja Loayza, Partido Aprista Peruano.
Wikipedia 	La ola es para el viento, la nieve y la escarcha.	P'aywañaxa thayampi khuyurañawa jupha, jawasa, siwara jawq'atanaka.
Wikipedia 	Conversamos con un capitán de la guardia y con unas cuantas personas.	Qhiphar Machaq Arunak irptirimp yaqha jila kullakanakampiw aruskipt'aniwayapxtana.Sapa mayniw mayja mayja amuyunakanipxäna.
Wikipedia 	Lima, 1987.	Lima, 1987.
Wikipedia 	Porque los habitantes de la ciudad habían seguido a los profetas en sus propias casas, y habían acampado en las ciudades, diciendo: "La ciudad será tomada."	Uka markachirinakax tatitunakapan yatiyäwinakaparuw arkapxiritayna, kawkinxay mä pakax asiru katjchini, ukawjaruw markax utt'ayatäni, sasin jupanakax sarayasipxatayna.
Wikipedia 	Vienen por todas las ciudades, tocando flautas y trompetas.	Sapa markanakawa jutapxi uñacht'ayiri wali thuqt'awinakapa suma phust'asiwinakapampi.
Wikipedia 	4 415 personas con Ascensión.	4 415 jaqi Ascensyun Kristu.
Wikipedia 	El efod de Commons es Baja California del Sur.	Commons katt'ana uñnaqa Baja California Sur Istadu.
Wikipedia 	Coro y Orquesta de La Scala, Milan Lorenzo Molajoli 1931 Plácido Domingo José Carreras Joan Sutherland Zubin Mehta Alfredo Luis Alva Enrico Caruso Ernesto Palacio Juan Diego Flórez Commons bajo la categoría de Alejandro Granda.	Chorus and Orchestra of La Scala, Milan Lorenzo Molajoli 1931 Plácido Domingo José Carreras Joan Sutherland Zubin Mehta Alfredo Kraus Luis Alva Enrico Caruso Ernesto Palacio Juan Diego Flórez Commons katt'ana uñnaqa Alejandro Granda.
Wikipedia 	creado el 28 de diciembre de 1984, Fernando Belaunde Prisiden.	Kamasqa 1984 mara 28 uru Jallu qallta phaxsin, Fernando Belaúnde Prisidenti.
Wikipedia 	Nadie en la comunidad es importante.	Janiw khitis tamanxa jilankkiti.
Wikipedia 	La primera región de Wampus, es decir, 240.72 km2;	240,72 km2 Wampus jisk'a t'aqa suyu nayriri marka: Wampus.
Wikipedia 	El sitio web de Jehú es una pequeña ciudad situada en la parte central de la muralla de Paca, es decir, en la provincia de Mardoqueo y en la provincia de Xavo.	Munisipyu Uficial Web INEI Piruw Paka jisk'a t'aqa suyuxa (kastilla aru: Distrito de Paca) Piruwna mä jisk'a suyu t'aqawa, Hunin jach'a suyu, Xauxa jisk'a suyu.
Wikipedia 	Jehú: Jezreel: El mar es el primero.	Qullunaka: Jawiranaka: Qutanaka: Nayriri Chaqlla markam.
Wikipedia 	Jehú Folleto: ¿Qué pide Dios por nosotros?	[1] Folleto: ¿Kunsa Diosax jiwasanakaru mayistu?
Wikipedia 	En el proceso de selección, ponen a disposición de las parejas que se ofrecen en matrimonio.	Jaqichasiñanxa panichasiriruxa apxata churapxi.
Wikipedia 	¿Fue creado el día ? mes , año?	Kamasqa ? uru ? phaxsin ? mara, ?
Wikipedia 	La primera parte de la ciudad, es decir, 1 716 km2, se redujo a Yamwraspam (1903 km).	1 716 km2 Yamwraspampa jisk'a t'aqa suyu nayriri marka: Yamwraspampa (1 903 msnm).
Wikipedia 	La primera parte de la ciudad fue de 60,04 km2 (2175 km).	60,04 km2 Ninapampa jisk'a t'aqa suyu nayriri marka: Ninapampa (2 175 msnm).
Wikipedia 	Lugar Santísimo. (Voz de Castilla: Plaza, Feria), tierra de comercialización y de comercio.	Qhatu (kastilla aru: Plaza, feria), kunaymana yänaka alasiña alxasiña chiqt'a.
Wikipedia 	Llama de la Municipalidad Provincial James Mercer Langston contra el Christopher Joplin, en la provincia de Misuri, el 1 de febrero de 1902 — National New York, Nueva York y la provincia de Nueva York en 1967, el 22 de marzo del sitio de nacimiento) y el cronograma de__en____en____en____en__	Llata Municipalidad Provincial James Mercer Langston Hughes (* Joplin, Missouri suyu, 1902 mara 1 uru Anata phaxsin yuritayna — † New York, New York suyu 1967 mara 22 uru Llamayu phaxsin yuriwi)  Istadus Unidos jacha marka qillqiri.
Wikipedia 	Victorio Sevillano ( ⁇  Siwas).	Victorio Sevillano (Parruqu Siwas).
Wikipedia 	Jehú: Jezreel: Agua: En el primer distrito de Agua: 51 225 habitantes (24 976 hombres y 26 249 mujeres) de las casas de los Asu, en la provincia de Rusay, con sus correspondientes lugares de erudición: Los Templos de Jezreel y sus ejidos.	Urqunaka: Jawiranaka: Qutanaka: Nayriri Awankay markam 51 225 jaqi (24 976 chacha, 26 249 warmi) Rusaryu pallan Asu utanaka: Huch'uy yachay utanaka: Chawpi yachay utanaka: Jach'a Yatiñ Utanaka: Karnawalnaka.
Wikipedia 	El Arca de la Municipalidad Provincial, es decir, la Capítulo de Cholón, es una de las ciudades más pequeñas de Israel, la gran ciudad de Jezreel y la más pequeña de las ciudades fortificadas.	Chota Municipalidad Provincial Blogspot Chulun jisk'a t'aqa suyuxa (kastilla aru: Distrito de Cholón).  Piruwna mä jisk'a t'aqa suyuwa, Wanuku jach'a suyu, Marañun jisk'a suyu.
Wikipedia 	Sus principios son la separación entre el Estado y la sociedad civil, y el derecho a la identidad cultural y el derecho a la vida, al trabajo y a la defensa de los derechos humanos. Sus principios son la base esencial para la formación de las comunidades, especialmente en las áreas rurales.	Jupanakan amtawinakapax sayt`ayanatak jan kuna pasañapataki kunjamatix jallus utji, lupi, juyphi, junk`ampi nakat ukhamarak satañ uksatuqinakaya UÑT`AYAWI: Qamaqix wali uñt`atawa markachirinakata patatuqin uksanakana aka uywax uñt`ayna pachamam uksa tuqita kunjamatix waxasiwip ist`asin yatxapxanawa kunas jutan uka .nayraqat phaxsin yapu lurawin uñch`ukipxwa qhanañchawi phaxsi ch`uqi satawi.
Wikipedia 	Cuando un ave está volando sobre una casa o sobre una casa, significa que alguien tiene que llegar a su casa.	Kunawsatix aka jamach'ix utarus jan ukax uta pirqa patanakans khuyusk ukhax mayniw utan jiwan sañ muni.
Wikipedia 	Además, viviremos en el extranjero.	Ukjamarusa wali qamasanirakiwa.
Wikipedia 	Padre: Ilya Petrovich Txaikov; madre: Alexandra Andreyevna (d'Assier).	Awki: Ilya Petrovich Txaikovski; Tayka: Alexandra Andreyevna (d'Assier).
Wikipedia 	 ⁇ : ⁇ : Río: ¿2 053 hombres, Jehú, ? mujer) Santa Rosa ⁇ : Beker Morales Penadillo, Movimiento Político de Hechos y No Palabras.	Qullunaka: Jawiranaka: Qutanaka: 2 053 jaqi (? chacha, ? warmi) Santa Rosa 2011-2014: Beker Morales Penadillo, Movimiento Político Hechos y No Palabras.
Wikipedia 	Samuel Barclay Beckett (Dublin, 13 de agosto de 1906 en agosto de 1889 - París, 1989, 22 de diciembre de su nacimiento) Autor de Irlandiya llora.	Samuel Barclay Beckett suti (Dublin, 1906 mara 13 uru Yapu apthapi phaxsin yuritayna - París, 1989 mara 22 uru Jallu qallta phaxsin yuriwi)  Irlandiya jacha marka qillqiri.
Wikipedia 	2 492,91 Km2 09°31 ́38" S y 77°32 ́00" Ocraz: Jezreel: Owood: Bahrain: Waras breves: Waras.	2 492,91 km2 09°31´38" S y 77°32´00" O Urqunaka: Jawiranaka: Qutanaka: Waras jisk'a suyu nayriri marka: Waras.
Wikipedia 	Haldimann-leveek, ⁇ 	Haldimann-levelek, 2009.
Wikipedia 	La verdad es que la educación tradicional que se lleva a cabo en el área rural es la base de una sociedad saludable, la cual garantizará la seguridad a todos los niños y niñas, tanto en el hogar como en la escuela.	Ukataw altu pata markan lurasiwayix aka yatxatawisti, aski, amuyuñapuniw wawanakasarux sum jayriyañax nayraqata, akasti, qipanakarust jan utjañpatak uka, jan walt´awinakast yatiqañ utana.
Wikipedia 	Colegio Salesiano.	Colegio Salesiano.
Wikipedia 	Mujeres: Mercedes Pérez (1971-1992)/Jtta Jäger ( ⁇ -2011).	Warminaka: Mercedes Pérez (1971–1992) / Jutta Jäger (2006–2011).
Wikipedia 	Jezreel: Walter Aguilar Marchena.	2007-2010: Walter Aguilar Marchena.
Wikipedia 	151,25 km2 Chuquis fue la primera provincia: Chukis (3355 ⁇ ).	151,25 km2 Chukis jisk'a t'aqa suyu nayriri marka: Chukis (3 355 msnm).
Wikipedia 	Dossier K, Acantilado, 2007.	Dossier K, Acantilado, 2007.
Wikipedia 	La parte más pequeña de la Costura, es decir, la parte más pequeña de la Costura, es decir, la parte más grande del Mar, y la parte más pequeña del Arabá.	Pumakancha jisk'a t'aqa suyuxa (kastilla aru: Distrito de Pomacancha) Piruwna mä jisk'a suyu t'aqawa, Hunin jach'a suyu, Xauxa jisk'a suyu.
Wikipedia 	Jezreel: Joel Sánchez Vallejos.	2007-2010: Joel Sánchez Vallejos.
Wikipedia 	Y esta fue la heredad de Jehoás el rey de Jezreel.	Piruwna mä jisk'a t'aqa suyuwa, Qajamarka jach'a suyu.
Wikipedia 	Y el efod y el efod eran dos.	Commons katt'ana uñnaqa Huchusuma.
Wikipedia 	Oregon primero: Salem.	Oregon nayriri marka: Salem.
Wikipedia 	Clima: ⁇ : Rivera: 5.025 hombres, ¿Hombre, mujer?) Santa Rosa ⁇ : Victoriano Carhuapoma Serna y el Partido demócrata Somos ⁇ .	Qullunaka: Jawiranaka: Qutanaka: 5 025 jaqi (? chacha, ? warmi) Santa Rosa 2011-2014: Victoriano Carhuapoma Serna, Partido Democrático Somos Piruw.
Wikipedia 	4 278 hombres devotos usan Santa Rosa Santiago diciendo:  ⁇ : Preb.	4 278 jaqi Mariya Pallan Santa Rosa Santiago 2011-2014: Parruqu: Preb.
Wikipedia 	El borde de la Morada era cuadrado.	Commons katt'ana uñnaqa Qupani.
Wikipedia 	Esto, ante todo, quiere decir que tenemos que dar a nuestros hijos un gran respeto por la sabiduría, la forma de pensar, la manera de pensar y el deseo de contribuir a la formación de conciencia y de inteligencia.	Aka, jariyañ nayraqat sañ muniw wawanakasaruw churañaw mä jach´ yäqaw yatiñ tuqita, lurañ tuqita, amuyt´añ tuqita, kunkix jilxatayañatakix ajayuchit tuqit amuyunak, amuyt´asimpataki.
Wikipedia 	La parte más pequeña de Santa Rosa, es decir, la parte más pequeña de la ciudad de San Martín, es decir, El Dorado.	Santa Rosa jisk'a t'aqa suyuxa (kastilla aru: Distrito de Santa Rosa).  Piruwna mä jisk'a t'aqa suyuwa, San Martín jach'a suyu, El Dorado jisk'a suyu.
