Mexican_constitution 	CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS 	LEE NDI'IN LO'O NE' SE'EN LYI'YA LOO CHIJYA' 
Mexican_constitution 	V. Declarar si ha o no lugar a proceder penalmente contra los servidores públicos que hubieren incurrido en delito en los términos del artículo 111 de esta Constitución. 	V. Taa ne' suun cha' mdiyaa cha' uta a mdiyaa cha' tyi'o qui'ya 'in sca ne' lyi'ya tñan 'in quichen Chijya' si'ya sca qui'ya m'ni ne' tsaña'an cha' nu nchcui' lee cuiya' 111 nu nguinu scua 'in quichen Chijya'. 
Mexican_constitution 	Conocer de las imputaciones que se hagan a los servidores públicos a que se refiere el artículo 110 de esta Constitución y fungir como órgano de acusación en los juicios políticos que contra éstos se instauren. 	'Ni cha' chu'hui lyoo ne' nchgaa qui'ya ndyijyi nu nsu'hua 'in ne' nu lyi'ya tñan 'in quichen Chijya' cui' cha' nu nchcui' lee cuiya' 110 nu nguinu scua 'in Quichen Chijya', a cunta cui' ne' chcui' ne' cha' 'in qui'ya can' xa nu ntsu'hui cha' ca cuiya' na 'in nde'en tucui. 
Mexican_constitution 	VI. Revisar la Cuenta Pública del año anterior, con el objeto de evaluar los resultados de la gestión financiera, comprobar si se ha ajustado a los criterios señalados por el Presupuesto y verificar el cumplimiento de los objetivos contenidos en los programas. 	VI. Ntsu'hui cha' cu'ni cunta ne' scasca se'en ljyan quityi cha' 'in cunta cha' 'in tñin nu ngulyijyi ne' nchca Bsya Chijya' ti' yjan cua' mdijin si'yana cu'ni quii ne' cha' ña'an nguiaa lo'o ne' cunta lo'o tso' cha' 'in ña'an ndyijyijyi ne' tñin a cunta ntsu'hui cha' cu'ni cunta ne' si'yana tsato'o nchgaa cha' nu nchcui' quityi can'. 
Mexican_constitution 	La revisión de la Cuenta Pública la realizará la Cámara de Diputados a través de la Auditoría Superior de la Federación. 	Nu ntsu'hui cha' cu'ni cunta 'in quichen Chijya' ca lca ne' nchca Diputado lo'o tsala nten nu cui' tñan cu'ni lo'o tso' cha' can'. 
Mexican_constitution 	Si del examen que ésta realice aparecieran discrepancias entre las cantidades correspondientes a los ingresos o a los egresos, con relación a los conceptos y las partidas respectivas o no existiera exactitud o justificación en los ingresos obtenidos o en los gastos realizados, se determinarán las responsabilidades de acuerdo con la Ley. 	Cha' lja la ngui'ni quii ne' cha' 'in cunta can' tyi'o sca cuiya' tso' cha' 'in tñin nu ngulyijyi ne' uta tñin nu jui 'in quichen Chijya' lo' a tsu'hue mdo'o cunta can' lo' a ngujlyo ña'an ngulyijyi ne' 'in tñin can' uta a ndaa ne' suun ña'an yato'o cha' 'in na xacan' ntsu'hui cha' cu'ni cunta ne' ña'an tsato'o cha' can' lo'o tso' cha' 'in Lee. 
Mexican_constitution 	En el caso de la revisión sobre el cumplimiento de los objetivos de los programas, dicha autoridad sólo podrá emitir las recomendaciones para la mejora en el desempeño de los mismos, en los términos de la Ley. 	Una cha' lja la ngui'ni cunta ne' cha' can' tsu'hue mdo'o cunta can' 'in ne' ne' nchca Bsya nu lyi'ya cunta can' ntsu'hui cha' taa ne' suun ña'an lyee la tsalo'o ne' sca cunta nu ñi la cui' tsaña'an cha' nu ndi'in tyaa Lee. 
Mexican_constitution 	La Cuenta Pública del ejercicio fiscal correspondiente deberá ser presentada a la Cámara de Diputados a más tardar el 30 de abril del año siguiente. 	Ntsu'hui cha' tyaa ne' quityi se'en ljyan cunta 'in quichen Chijya' 'in ne' nchca Diputado tsa tiyaa cua' 30 lo'o coo Abril 'in xca yjjan nu cua' ngulyijyi ne' 'in na. 
Mexican_constitution 	Sólo se podrá ampliar el plazo de presentación en los términos de la fracción IV, último párrafo, de este artículo; la prórroga no deberá exceder de 30 días naturales y, en tal supuesto, la Auditoria Superior de la Federación contará con el mismo tiempo adicional para la presentación del Informe General Ejecutivo del resultado de la Fiscalización Superior de la Cuenta Pública. 	Tca culo tucua ne' tsaan nu tyaa ne' 'in na una tsaña'an cha' nu nchcui'yu'hue IV 'in xca ti ta quityi 'in na cui' lee re, a tca culoo tucua ne' 'in na ndyijyin tsa 30 tsaan nu n'ni nten tñan. Lo' ta nten nu ta'a cu'ni quii' ne' quityi se'en ljyan cunta can' cui' tsa can' tsaan ndi'in 'in ne' nu tyaa ne' cunta ña'an yato'o cha' 'in quityi can' 'in Bsya Chijya' a cunta lo'o nten 'in Bsya Chijya' nu cu'ni quii cha' ta tsu'hue tñan m'ni ne'. 
Mexican_constitution 	La Cámara concluirá la revisión de la Cuenta Pública a más tardar el 31 de octubre del año siguiente al de su presentación, con base en el análisis de su contenido y en las conclusiones técnicas del Informe General Ejecutivo del resultado de la Fiscalización Superior, a que se refiere el artículo 79 de esta Constitución, sin menoscabo de que el trámite de las observaciones, recomendaciones y acciones promovidas por la Auditoría Superior de la Federación, seguirá su curso en términos de lo dispuesto en dicho artículo. 	Tsa tiyaa cua' 31 lo'o coo' Octubre 'in xca yjan nu m'ni ne' gasto can', ta 'in ne' nchca Diputado ntsu'hui cha' cu'ni cunta ne' quity se'en ljyan cunta can', cui cuaña'an ntsu'hui cha' cu'ni quii tsu'hue ne' ñi lyijyi cha' ljyan loo na lo' cuaña'an ntsu'hui cha' tyaa ne' cunta 'in ne' nchca Bsya Chijya' cha' 'in na a cunta lo'o nten 'in Bsya Chijya' nu cu'ni cunta cha' ta tsu'hue tñan m'ni ne' nu Cuaan la tñan lyi'ya, tsaña'an nchcui' lee cuiya' 79 nu nguinu scua 'in quichen Chijya' una ñi sca cha' a su'hua lyijyi ne' ña'an nu ngua'an scua Ta nten nu m'ni quii cunta can', cui' canu chcui ncha'an ne' tsaña'an nchcui' lee can'. 
Mexican_constitution 	La Cámara de Diputados evaluará el desempeño de la Auditoría Superior de la Federación y al efecto le podrá requerir que le informe sobre la evolución de sus trabajos de fiscalización; 	Ta 'in ne' nchca Diputado can' ntsu'hui cha' su'hue loo ne' nchgaa tñan nu ngui'ni Ta nten nu cu'ni quii cunta can' 'in Quichen Chijya' lo' ntsu'hui cha' cuiya' 'in ne' jñan ne' nu taa nten can' suun lo'o ne' ña'an nguiaa cunda scaa tñan nu ngui'ni ne'. 
Mexican_constitution 	VII. Aprobar el Plan Nacional de Desarrollo en el plazo que disponga la ley. En caso de que la Cámara de Diputados no se pronuncie en dicho plazo, el Plan se entenderá aprobado; 	VII. Su'hua loo ne' Quityi nu tñan ne' nchca Bsya Chijya' ñi lyijyi tñan ntsu'hui cha' cu'ni ne' si'yana tyi'o quichen Chijya' nde loo, una cha' nde'en la ña'an ne' nchca Bsya Chijya' a su'hua loo ne' cha' can' tsa ni' tsaan nu lee ndi'in tyaa na, nchgaa ña'an nu ntsu'hui lyoo Quityi can'; 
Mexican_constitution 	VIII. Designar, por el voto de las dos terceras partes de sus miembros presentes, a los titulares de los órganos internos de control de los organismos con autonomía reconocida en esta Constitución que ejerzan recursos del Presupuesto de Egresos de la Federación, y 	VIII. Ntsu'hui cha' tyi'in tyaa ne' cha' si'yana ndyijyin tsa tu'hue ta'a lyi'ya ne' tñan, lo'o scasca la ta nten nu lyi'ya tñan lo'o cha' cuiya' 'in xca tucui a cunta lo'o ta nten nu lyi'ya tñan cha' 'in ti nu nguinu scua cha' 'in lo lee 'in ne' Chijya', cui' ne' lo'o ndyijyin tñan ngui'ni lo'o tñin nu cua' nguinu scua cuilyijyi ne' Chijya' ni' sca yjan. A cunta 
Mexican_constitution 	IX. Las demás que le confiere expresamente esta Constitución. 	IX. Lo'o scasca la cha' cuiya' nu ndaa lee nu nguinu scua 'in quichen Chijya' 'in ne'. 
Mexican_constitution 	Artículo 75. 	Lee cuiya' 75. 
Mexican_constitution 	La Cámara de Diputados, al aprobar el Presupuesto de Egresos, no podrá dejar de señalar la retribución que corresponda a un empleo que esté establecido por la ley; y en caso de que por cualquiera circunstancia se omita fijar dicha remuneración, se entenderá por señalada la que hubiere tenido fijada en el Presupuesto anterior o en la ley que estableció el empleo. 	Xa nu su'hua loo ta 'in ne' nchca Diputado quityi se'en ljyan tsa tñin cuilyijyi ne' nchca Bsya Chijya' ni' sca yjan, 'ni cha' lo'o tñin nu xñi siya' scasca ne' ngui'ni tñan nu ndi'in tyaa lee cha' ntsu'hui cha' su'hua loo ne'. Una cha' nde'en la ña'an jlya ti' ne' su'hua loo ne' 'in na, nchgaa ña'an na tyijyin cunta 'in na ña'an nchca ti' si'yana msu'hua loo ne' 'in na ña'an nu cua' yato'o ti' yjan mdijin uta lo'o tso' cha' 'in lee nu mdi'in tyaa tñan can'. 
Mexican_constitution 	En todo caso, dicho señalamiento deberá respetar las bases previstas en el artículo 127 de esta Constitución y en las leyes que en la materia expida el Congreso General. 	Nchgaa ña'an nu su'hua loo ne' nchca Diputado cha' can' ntsu'hui cha' cu'ni cunta ne' tsaña'an nu nchcui' lee cuiya' 127 nu nguinu scua 'in quichen Chijya' a cunta lo'o scasca lee nu tyi'in tyaa ne' nchca Diputado lo'o ne' Senador. 
Mexican_constitution 	Los poderes federales Legislativo, Ejecutivo y Judicial, así como los organismos con autonomía reconocida en esta Constitución que ejerzan recursos del Presupuesto de Egresos de la Federación, deberán incluir dentro de sus proyectos de presupuestos, los tabuladores desglosados de las remuneraciones que se propone perciban sus servidores públicos. 	Ne' nchca Bsya Chijya', lo'o ne' ntsu'hui cha' cuiya' 'in ne' tñan scasca lee, a cunta ne' nu n'ni cunta si'yana caja'an nten lee nu nguinu scua 'in quichen Chijya', ticui' cuaña'an lo'o nchgaa ta nten nu lyi'ya tñan 'in quichen Chijya' nu nguinu scua cha' 'in loo Lee, lo' a cunta lo'o ne' ndyijyi tñan cu'ni tñin nu ndyaa ne' nchca Bsya Chijya' ndyilyijyi ne' ni' sca yjan, ntsu'hui cha' tñan ne' sca quityi tsala tñan cu'ni ne' sca yjan lo' ñi tñan cu'ni ne' lo'o tñin can', cui' loo Quityi can' su'hua ne' tsala ntsu'hui cha' xñi siya' scasca ne' lyi'ya tñan 'in quichen. 
Mexican_constitution 	Estas propuestas deberán observar el procedimiento que para la aprobación del presupuesto de egresos, prevé el artículo 74 fracción IV de esta Constitución y demás disposiciones legales aplicables. 	Ntsu'hui cha' cu'ni cunta tsu'hue ne' nchca Diputado cha' re si'yana cuaña'an tca tyi'o tñin can', a cunta ntsu'hui cha' cu'ni cunta ne' cha' nu nchcui' lee cuiya' 74 yu'hue nu cua' nchca IV, cui' lee nu nguinu scua 'in quichen Chijya' lo'o scasca la lee nu nguiaa lo'o cha' re. 
Mexican_constitution 	Artículo 76. 	Lee cuiya' 76. 
Mexican_constitution 	Son facultades exclusivas del Senado: 	Cha' cuiya' nu ntsu'hui 'in ta 'in ne' nchca Senador: 
Mexican_constitution 	I. Analizar la política exterior desarrollada por el Ejecutivo Federal con base en los informes anuales que el Presidente de la República y el Secretario del Despacho correspondiente rindan al Congreso. 	I. Ntsu'hui cha' cuiya' 'in ne' cu'ni cunta ne' scasca cha' nu n'ni cha'an ne' ne' nchca Bsya Chijya' 'in scasca quichen tnu cui' cha' nu ncha'an scua loo quityi 'in ne' cunda scaa yjan xa nu ndyaa ne' cunta, ticui' cuaña'an lo'o cha' nu ndyaa ne' lyi'ya cunta tñan ndi'in 'in ne' 'in ne' cunta 'in ta 'in ne' nchca Diputado lo'o ta 'in ne' Senador. 
Mexican_constitution 	Además, aprobar los tratados internacionales y convenciones diplomáticas que el Ejecutivo Federal suscriba, así como su decisión de terminar, denunciar, suspender, modificar, enmendar, retirar reservas y formular declaraciones interpretativas sobre los mismos; 	A cunta ntsu'hui cha' su'hua loo ne' cha' cui' ña'an nchgaa cha' nu cu'ni cuiya' ne' Chijya' lo'o scasca quichen tnu uta scasca cha' nu tyi'in tyaa ne' nchca Bsya Chijya' lo'o quichen tnu can', ticui' cuaña'an cha' cu'ni tyii ne' uta si'yu co' ne' ta xitsa'an ne', cu'ni chu'hue ne', uta xcuan tloo ne' nchgaa cha' nchcui' quityi se'en cu'ni cuiya' ne' cha' can'. 
Mexican_constitution 	II. Ratificar los nombramientos que el mismo funcionario haga de los Secretarios de Estado, en caso de que éste opte por un gobierno de coalición, con excepción de los titulares de los ramos de Defensa Nacional y Marina; del Secretario responsable del control interno del Ejecutivo Federal; del Secretario de Relaciones; de los embajadores y cónsules generales; de los empleados superiores del ramo de Relaciones; de los integrantes de los órganos colegiados encargados de la regulación en materia de telecomunicaciones, energía, competencia económica, y coroneles y demás jefes superiores del Ejército, Armada y Fuerza Aérea Nacionales, en los términos que la ley disponga; 	II. Cu'ni cunta ne' ña'an tyi'o ton scaranu 'in ne' Bsya Chijya', cha' ta nchca ti' ne' cu'ni sca ne' cha' 'in ne' lo'o can', uta cha' a cu'ni sca ne' cha' 'in ne' lo'o scaranu 'in ne' xa nu culoo ton ne' 'in x'nan ne' nu nchca sindatu lo'o x'nan ne' sindatu nu ntsu'hui cunta loo tyi'a tujo'o; ticui' cuaña'an lo'o scasca scaranu 'in ne' Bsya Chijya' nu ngui'ni tñan lo'o ne', a cunta lo'o scaranu nu nqui'ni tñan lo'o ne' nu nchcui' cha' 'in ne' Chijya' lo'o xca quichen tnu, a cunta lo'o scasca ne' ngui'ni tñan 'in quichen nu nducua xca quichen tnu; nu lyi'ya scasca tñan cua' cuaan, ticui' cuaña'an lo'o nten nu ngui'ni tñan tso' cha' 'in radio lo'o tele, tso' cha' 'in quii', tso' cha' 'in tñin, x'nan nchgaa sindatu, lo'o nchgaa tucui nu ndi'in tyaa lee cha'. 
Mexican_constitution 	III. Autorizarlo también para que pueda permitir la salida de tropas nacionales fuera de los límites del País, el paso de tropas extranjeras por el territorio nacional y la estación de escuadras de otra potencia, por más de un mes, en aguas mexicanas. 	III. Cui' ne' ntsu'hui cha' taa ne' cha' cuiya' 'in nchgaa ta ne' nchca sindatu xa nu ntsu'hui cha' tyi'o ne' loo yuu 'in ne' Chijya', ticui' cuaña'an cui' ne' ntsu'hui cha' taa ne' cha' cuiya' 'in ta 'in ne' sindatu 'in xca quichen tnu xa nu ntsu'hui cha' sten ne' loo yuu 'in ne' Chijya', uta tyi'in sca ta ne' nchca Sindatu 'in xca quichen tnu tndyijyin sca coo' tu'hua tyi'a se'en ndlo quichen Chijya' tñan. 
Mexican_constitution 	IV. Dar su consentimiento para que el Presidente de la República pueda disponer de la Guardia Nacional fuera de sus respectivos Estados, fijando la fuerza necesaria. 	IV. Lo'o ne' ntsu'hui cha' cajlyo ti' ne' xa nu ne' nchca Bsya Chijya' taa ne' cha' cuiya' 'in ne' ntsu'hui cunta 'in quichen Chijya' nu tyi'o ne' lo' tsaa ne' scasca Estado lo' chu'hui ne' cunta cua' ña'an 'ni cha' 'in ne' se'en ntsu'hui cha' tsaa ne' can'. 
Mexican_constitution 	V. Declarar, cuando hayan desaparecido todos los poderes constitucionales de un Estado, que es llegado el caso de nombrarle un Gobernador provisional, quien convocará a elecciones conforme a las leyes constitucionales del mismo Estado. 	V. Ntsu'hui cha' cuiya' 'in ne' taa ne' suun xa nchgaa ne' lyi'ya tñan a ntsu'hui 'a cha' cuiya' 'in ne' ni' sca Estado, cha' nde'en la ña'an tsato'o cuaña'an ntsu'hui cha' tyi'o ton sca Gubiernu nu cu'ya tñan sca co' xaa lo' ntsu'hui cha' tyi'o ton' can' chcui ña'an nu nchcui' lee nu nguinu scua 'in Estado can'. 
Mexican_constitution 	El nombramiento de Gobernador se hará por el Senado a propuesta en terna del Presidente de la República con aprobación de las dos terceras partes de los miembros presentes, y en los recesos, por la Comisión Permanente, conforme a las mismas reglas. El funcionario así nombrado, no podrá ser electo Gobernador constitucional en las elecciones que se verifiquen en virtud de la convocatoria que él expidiere. 	Ne' nchca Senador ntsu'hui cha' culo ton ne' 'in ne' nu ntsu'hui cha' ca gubiernu can', lo' qui'an la 'in tsa tu'hue ne' ntsu'hui cha' culo tucua ne' yaa' ne' xa nu tyi'o ton can', una ne' Bsya Chijya' ntsu'hui cha' tyi'in tyaa ti' ña'an snan ne' nu ntsu'hui cha' tyi'o ton, una cha' lja la a ndiyo' tucua ne' nchca Senador can' ne' nu nguinu tñan loo ne', can' nu ntsu'hui cha' culo ton 'in ne' cui' ña'an cha' nu cua' ntsu'hui 'in ne'. 
Mexican_constitution 	Esta disposición regirá siempre que las constituciones de los Estados no prevean el caso. 	Ne' lyi'ya tñan nu mdo'o ton ca gubiernu can' sca co' xaa, a tca 'a ti' lo'o ne' ntsu'hui cha' tyi'o ton ne' xa nu culo nten 'in ne' nu sten xa nde cua' tyii yjan 'in ne'. 
Mexican_constitution 	VI. Resolver las cuestiones políticas que surjan entre los poderes de un Estado cuando alguno de ellos ocurra con ese fin al Senado, o cuando con motivo de dichas cuestiones se haya interrumpido el orden constitucional, mediando un conflicto de armas. 	VI. Ntsu'hui cha' culyo hui ne' scasca cha' nu tsato'o lja ne' nu lyi'ya tñan 'in sca Estado xa nu caja nu tsaa lo' taa suun lo'o ne' nchca Senador uta nde'en la ne' nducua lo'o lee nxi can' ton' 'in ne' nu nsuun can' lo'o quiton. 
Mexican_constitution 	En este caso el Senado dictará su resolución, sujetándose a la Constitución General de la República y a la del Estado. 	Si'ya cha' re ne' nchca Senador can' ntsu'hui cha' tyi'in tyaa ne' cha' nu 'in ne' se'en tyi'o huii cha' can' una ntsu'hui cha' ca ja'an ne' chcui' ña'an nu nchcui' lee 'in Estado a cunta lo'o lee nu 'in ne' Chijya'. 
Mexican_constitution 	La ley reglamentará el ejercicio de esta facultad y el de la anterior. 	Lee ntsu'hui cha' tyi'in tyaa nchgaa ña'an nu ntsu'hui cha' cu'ni ne' nchca Senador lo'o cha' re. 
Mexican_constitution 	VII. Erigirse en Jurado de sentencia para conocer en juicio político de las faltas u omisiones que cometan los servidores públicos y que redunden en perjuicio de los intereses públicos fundamentales y de su buen despacho, en los términos del artículo 110 de esta Constitución. 	VII. Ntsu'hui cha' cu'ni ne' xñan Bsya 'in scasca ne' lyi'ya tñan 'in quichen xa nde'en la cha' a se'en ña'an tyi'o y'ni ne' se'en nducua ne' ngui'ni ne' tñan, lo' cu'ni ne'ti'i lo'o nten quichen lo' 'in ne' ca nu tsu'hue, tsaña'an nchcui' lee cuiya' 110 nu nguinu scua lo lee 'in ne' Chijya'. 
Mexican_constitution 	VIII. Designar a los Ministros de la Suprema Corte de Justicia de la Nación, de entre la terna que someta a su consideración el Presidente de la República, así como otorgar o negar su aprobación a las solicitudes de licencia o renuncia de los mismos, que le someta dicho funcionario; 	VIII. Ntsu'hui cha' culo hui ne' 'in ne' Bse nu cuaan la ti cha' cuiya' ntsu'hui yaa' 'in quichen Chijya' se'en nu cu'ya ne' tñan, se'en nu tyun lca can' tyi'in tyaa ne' Bsya Chijya' 'in, a cunta cui' ne' su'hua loo ne' uta a su'hua loo ne' xa jñan ne' bse can' cha' cuiya' xitñan ne' sca co' xaa uta xa chcui' ne' cha' tyi'o ne' loo tñan ngui'ni ne'; 
