Bolivian_constitution 	CONSTITUCIÓN POLÍTICA DEL ESTADO 	ESTADOQ KURAQ KAMACHIYNIN 
Peruvian_constitution 	La sentencia del Tribunal que declara la inconstitucionalidad de una norma se publica en el diario oficial. 	Paqtachay qelqa “tribunal Constitucional” nisqa Hatun Paqtay Wasi qosqanqa yachachisqa suyuntaman kanan imaynana mast’ariypi. 
Peruvian_constitution 	Al día siguiente de la publicación, dicha norma queda sin efecto. 	Mast’arisqa kasqanmanta hoq hamuq p’unchaymanmi qollupun chay kamachiyqa. 
Peruvian_constitution 	No tiene efecto retroactivo la sentencia del Tribunal que declara inconstitucional, en todo o en parte, una norma legal. 	Manan qhepaman rinmanchu paqtachay jkamachiyqa, ni llapanpas nitaq wakillan, hoq kamachiyqa. 
Peruvian_constitution 	Artículo 205°. 	205º Phatmi. 
Peruvian_constitution 	Agotada la jurisdicción interna, quien se considere lesionado en los derechos que la Constitución reconoce puede recurrir a los tribunales u organismos internacionales constituidos según tratados o convenios de los que el Perú es parte. 	Tukusqa ña chay paqtachay mañakusqa kaqtin, sichus chay paqtay mana allin qhawasqachu kanaman cheyqa atikullantaqmi hoq hawa llaqtakunapi hawa llaqtakunaman qelqa rimaykunaman Perú suyu llaqtawan hina mañakuyta. 
Peruvian_constitution 	TÍTULO VI 	SOQTA HATUN T’AQA 
Peruvian_constitution 	DE LA REFORMA DE LA CONSTITUCIÓN 	HATUN KAMAY PIRWA ALLCHAYMANTA 
Peruvian_constitution 	Artículo 206°. 	206º Phatmi. 
Peruvian_constitution 	Toda reforma constitucional debe ser aprobada por el Congreso con mayoría absoluta del número legal de sus miembros, y ratificada mediante referéndum. 	Ima Hatun Kamay Pirwa allchasqa kanantaqa llapan apullikuna Rimana Wasiq munanyninpin, chaytataqmi llaqta rimanakuypi munasqanman. 
Peruvian_constitution 	Puede omitirse el referéndum cuando el acuerdo del Congreso se obtiene en dos legislaturas ordinarias sucesivas con una votación favorable, en cada caso, superior a los dos tercios del número legal de congresistas. La ley de reforma constitucional no puede ser observada por el Presidente de la República. 	Ichaqa mananllaqta runaq tapuynin kamantaqchu sichus Rimana Wasi iskay “ legislatura” nisqa huñusqa rimaypi iskay rutita munayninta willanku, sapaka ajllaymi pachay yupaymanta kinsa ñeqe nisqa yupay. 
Peruvian_constitution 	La iniciativa de reforma constitucional corresponde al Presidente de la República, con aprobación del Consejo de Ministros; a los congresistas; y a un número de ciudadanos equivalente al cero punto tres por ciento (0.3%) de la población electoral, con firmas comprobadas por la autoridad electoral. 	Hatun Kamay Pirwa allchaypaqqa Perú Suyuq apullinmi ñauparispa mañakunan, ichaqa Hach’awanqo huñunakuspa munayninpi; Apullikuna, hinaspa as ajllay atiq kuraq llaqta runakuna (0.3%) sutin qelqanku Ajllay Wasipi cheqan qhawasqakuna. 
Peruvian_constitution 	DISPOSICIONES FINALES Y TRANSITORIAS 	TUKUYKUNAPAQ KAMACHIYKUNA HINALLATAQ NISQAKUNAMANTA 
Peruvian_constitution 	Primera. 	HOQ ÑEQE. 
Peruvian_constitution 	Declárase cerrado definitivamente el régimen pensionario del Decreto Ley N° 20530. En consecuencia a partir de la entrada en vigencia de esta Reforma Constitucional: 	Manan pipas mosoq haykuq kamanchu nispapas yapamanta haykuq kallanmantaqchu chay "R'egimen del Decreto Ley Nº. 20530" nisqaman. 
Peruvian_constitution 	1. No están permitidas las nuevas incorporaciones o reincorporaciones al régimen pensionario del Decreto Ley N° 20530. 	1. Manan pipas mosoq haykuq kamanchu nispapas yapamanta haykuq kallanmantaqchu chay "R'egimen del Decreto Ley Nº. 20530" nisqaman. 
Peruvian_constitution 	2. Los trabajadores que, perteneciendo a dicho régimen, no hayan cumplido con los requisitos para obtener la pensión correspondiente, deberán optar entre el Sistema Nacional de Pensiones o el Sistema Privado de Administradoras de Fondos de Pensiones. 	2. Sichus manqen llank’aqkuna, kamachiykunata mana hunt’ankuchu “pensiòn” nisqa qolqe chaskinankupaq cheyqa, churakunankun “Sistema Nacional de Pensiones o el Sistema Privado de Administradoras de Fondos de Pensiones” nisqaman. 
Peruvian_constitution 	Por razones de interés social, las nuevas reglas pensionarias establecidas por ley se aplicarán inmediatamente a los trabajadores y pensionistas de los regímenes pensionarios a cargo del Estado, según corresponda. 	Runakunaq kausaynin rayku, mosoq kamachiykunata kasuspan “estado” nisqapaq llank’aqkuna chaypi churakunanku, imayna kayniman hina. 
Peruvian_constitution 	No se podrá prever en ellas la nivelación de las pensiones con las remuneraciones, ni la reducción del importe de las pensiones que sean inferiores a una Unidad Impositiva Tributaria. 	Manan pipas atinchu “pensiones nisqa qolqe mallmayta, hinaspapas pisiyachiyta huch’uyachispa astawan Unidad Impositiva Tributaria” nisqaman. 
Peruvian_constitution 	La ley dispondrá la aplicación progresiva de topes a las pensiones que excedan de una Unidad Impositiva Tributaria. 	Kamachiymi kamachinqa “topes de pensiones” nisqa yapakunanpaq ichaqa manan puchunanchu hoq “Unidad Impositiva Tributaria” nisqaman. 
Peruvian_constitution 	El ahorro presupuestal que provenga de la aplicación de nuevas reglas pensionarias será destinado a incrementar las pensiones mas bajas, conforme a ley. 	Mosoq kamachiy “pensiones” nisqa qolqe chaskiypi kanqa chayqa qolqe huñuysqaqa chikan qolqe chaskiq yapakunanpaqmi, kamachiyman hina. 
Peruvian_constitution 	Las modificaciones que se introduzcan en los regímenes pensionarios actuales, así como los nuevos regímenes pensionarios que se establezcan en el futuro, deberán regirse por los criterios de sostenibilidad financiera y no nivelación. 	Sichus ima hoqneray kamachiykuna khunan “pensiones” nisqa qolqe chaskiypi kanqa cheyqa utaq hamuy qolqe chaskiypi, ·crirerios de sostenibilidad financiera” nisqamanmi kaman, ichaqa manan mallmakunanchu. 
Peruvian_constitution 	Autorízase a la entidad competente del Gobierno Nacional a iniciar las acciones legales correspondientes para que se declare la nulidad de las pensiones obtenidas ilegalmente, salvo los casos definidos por sentencias con carácter de cosa juzgada que se hayan pronunciado expresamente sobre el fondo del asunto o que las respectivas acciones hubieran prescrito.(*) (*) Disposición Final y Transitoria Primera sustituida por Ley Nº 28389, publicada el 17 de noviembre de 2004. 	Kay tukukuy kaachiyqa hinaspa “Transitoria Primera” nisqa rantinpin , 28389 Kamachiy, mast’arisqa 17 p’unchay Ayamarka killapai, 2004 Watapi Kay qelqapi imayna nisqanman: Hoq mosoq regímenes sociales obligatorios” nisqakuna mananllaqta kamachisqan llank’aqkuna tatiqtin mana kuchusqa kanmanchu, chay 1990 hinaspa 20530 kamachiypi kaqkunapaq. “Gobierno Nacional” nisqa Llank’aqkuna kamachisqan kanku mana chaniy qolqechaskiqkunata tatichinanpaq hinaspapas “nulidad” nisqa kananpaq, ichaqa manan atikunmanchu chaq ruwayqa sichus atipanakuy mirara kaman chayqa utaq hucha qollusqaña kanmanpas cheyqa. 
Peruvian_constitution 	Segunda. 	ISKAY ÑEQE. 
Peruvian_constitution 	El Estado garantiza el pago oportuno y el reajuste periódico de las pensiones que administra, con arreglo a las previsiones presupuestarias que éste destine para tales efectos, y a las posibilidades de la economía nacional. 	Suyun rantinkan manaña llank’aq runakunaq qolqe chaskinankupaq, ichaqa ima allchaykunaman hinallataq qolqe chaskiyninku yapayta atikunanpaq llaqtapi qolqe kayninman hina. 
Peruvian_constitution 	Tercera. 	KINSA ÑEQE. 
Peruvian_constitution 	En tanto subsistan regímenes diferenciados de trabajo entre la actividad privada y la pública, en ningún caso y por ningún concepto pueden acumularse servicios prestados bajo ambos regímenes. 	Llata kamachiypi llankaqkuna hinaspa Sapachaqa llank’ajkuna kayninman hina, manan llapan llank’asqanku hoqllapi huñukuyta atikunmanchu. 
Peruvian_constitution 	Es nulo todo acto o resolución en contrario. 	Sichus hina kanman cheyqa qollun. 
Peruvian_constitution 	Cuarta. 	TAWA ÑEQE. 
Peruvian_constitution 	Las normas relativas a los derechos y a las libertades que la Constitución reconoce se interpretan de conformidad con la Declaración universal de derechos humanos y con los tratados y acuerdos internacionales sobre las mismas materias ratificados por el Perú. 	Allaukakuna hinaspa qespiymanta kamachikuna Hatun Kamay Pirwa pi kasqanmi kikin “Declaracion Universal de los Derechos Humanos” nisqa teqsimuyupi runaq allaukanman hina hinaspa hawa llaqtakunawan rimana qelqakunaman hinaichaqa Perú suyunchis chaskisqanman hinan, kasusqa kana. 
Peruvian_constitution 	Quinta. 	PISQA ÑEQE. 
Peruvian_constitution 	Las elecciones municipales se alternan con las generales de modo que aquéllas se realizan a mitad del período presidencial, conforme a ley. Para el efecto, el mandato de los alcaldes y regidores que sean elegidos en las dos próximas elecciones municipales durará tres y cuatro años respectivamente. 	Warayoq ajllayqa Perú suyuq Umalliq chaupi kamachiypin ruwakun, chaypaq kamachiman hina, hinaspa warayoq hinaspa yanapaqninpas llank’ananku kinsa utaq soqta wata kamayoq kayninkuman hina. 
Peruvian_constitution 	Sexta. 	SOQTA ÑEQE. 
Peruvian_constitution 	Los alcaldes y regidores elegidos en el proceso electoral de 1993 y sus elecciones complementarias concluyen su mandato el 31 de diciembre de 1995. 	Warayoq hinaspa yanapaqninku ajllasqakuna 1993 watapi, tukunnankun 1995 watapi kamachiyninkuta. 
Peruvian_constitution 	Sétima. 	QANCHIS ÑEQE. 
Peruvian_constitution 	El primer proceso de elecciones generales que se realice a partir de la vigencia de la presente Constitución, en tanto se desarrolla el proceso de descentralización, se efectúa por distrito único. 	Hoq ñeqe suyu umalliq ruwakuyninqa Hatun Kamay Pirwaman hina, mana ukhu llaqtakunapi ruwakunan kamaqa hoq llaqtata rantinkaspan ruwakun. 
Peruvian_constitution 	Octava. 	PUSAQ ÑEQE. 
Peruvian_constitution 	Las disposiciones de la Constitución que lo requieran son materia de leyes de desarrollo constitucional. 	Hatun Kamay Pirwapi kamachikunan kanku Hatun Kamay Pirwaman hina ruwasqa. 
Peruvian_constitution 	Tienen prioridad: 	Aswan ruwaykuna kanku: 
Peruvian_constitution 	1. Las normas de descentralización y, entre ellas, las que permitan tener nuevas autoridades elegidas a más tardar en 1995. 	1. Chaupichakuy qolluchiy kamachi ruray, chaypa nisqanman hina mosuq ajllasqa umalliqkuna kanankupaq. Kayta hunt'akunanraq 1995 wata tukukunan kama. 
Peruvian_constitution 	Y 2. 	Hinaspa 2. 
Peruvian_constitution 	Las relativas a los mecanismos y al proceso para eliminar progresivamente los monopolios legales otorgados en las concesiones y licencias de servicios públicos. 	kamachikuna ruray, pisi pisimanta sapanchasqa kamachiman hap'ipakuspa llank’anakuna qosqata, hinallataq llank’anankupaq kamachi qosqamanta qollonanpaq. 
Peruvian_constitution 	Novena. 	ESQON ÑEQE. 
Peruvian_constitution 	La renovación de los miembros del Jurado Nacional de Elecciones, instalado conforme a esta Constitución, se inicia con los elegidos por el Colegio de Abogados de Lima y por las Facultades de Derecho de las universidades públicas. 	Ajllay Ruwaq Wasipi kamayuqkuna llank’aynikupi sayanankupaq ñawpaqta qallarinan Amachaqe hatun Lima llaqtapi Llank’ana Wasi apaqninkuna ajllasparaq, hinallataq Hatun Ajllay Wasipi aapaqninkuna ajllaspa hoqta churanankupaq munayninta rimarispa ñawpaqta qallarinan llapa Hatun Yachay Wasipi Allaukapaq yachay apaqkuna kuskawan hoqta churanankupaq. 
Peruvian_constitution 	Décima. 	CHUNKA ÑEQE. 
Peruvian_constitution 	La ley establece el modo como las oficinas, los funcionarios y servidores del Registro Civil de los gobiernos locales y los del Registro Electoral se integran al Registro Nacional de Identificación y Estado Civil. 	kamachiymi llapan Runaq paqarimusqanmanta pacha qelqapi churaq wasi, llank’aqninkuna, llaqta suyun kamachiqkuna hinaspa llaqta warayoqkuna hoqllapakunqaku chay paqarimusqanmanta pacha qelqapi churaq wasiman. Hinallataq Ajllay Wasipi llank’aq wasikunapas, gobiernos locales nisqakunamanta hojllakapunqaku Runaq paqarimusqanmanta pacha qelqapi churaq wasiman. 
Peruvian_constitution 	Undécima. 	CHUNKA HOQNIYOQ ÑEQE. 
Peruvian_constitution 	Las disposiciones de la Constitución que exijan nuevos o mayores gastos públicos se aplican progresivamente. 	Kay Hatun Kamay Pirwa kamachikunapaqqa suyu qolqeta churakunanpaq pisi pisimantan kanqa. 
Peruvian_constitution 	Duodécima. 	CHUNKA ISKAYNIYOQ ÑEQE. 
Peruvian_constitution 	La organización política departamental de la República comprende los departamentos siguientes: Amazonas, Ancash, Apurímac, Arequipa, Ayacucho, Cajamarca, Cusco, Huancavelica, Huánuco, Ica, Junín, La Libertad, Lambayeque, Lima, Loreto, Madre de Dios, Moquegua, Pasco, Piura, Puno, San Martín, Tacna, Tumbes, Ucayali; y la Provincia Constitucional del Callao. 	Peru Suyuq “organización política departamental” nisqapin kay laqtakuna kan: Amazonas, Ancash, Apurimac, Arequipa, Ayacucho, Cajamarca, Cusco, Huancavelica, Huánuco, Ica, Junín, La Libertad, Lambayeque, Lima, Loreto, Madre de Dios, Moquegua, Pasco, Piura, Puno, San Martín, Tacna, Tumbes, Ucayali; hinaspa “Provincia Constitucional del Callao” nisqapuwan. 
Peruvian_constitution 	Decimotercera. 	CHUNA KINSAYOQ ÑEQE. 
Peruvian_constitution 	Mientras no se constituyan las Regiones y hasta que se elija a sus presidentes de acuerdo con esta Constitución, el Poder Ejecutivo determina la jurisdicción de los Consejos Transitorios de Administración Regional actualmente en funciones, según el área de cada uno de los departamentos establecidos en el país. 	Sichus manaraq “Region” nisqakuna qespiptin, manaraq kamachinin ajllasqa kaqtin kay hatun Kamay Pirwa kamachiskusqanman hina Hatun Kamayoq kamachinqa imakunan ruwanna chay “Consejos Transitorios de Administración Regional kunanpacha llank’aqkunata imayna kamachikunankunatapas mayqen llaqtakunapi kasqankuman hina. CHUNKA TAWAYOQ ÑEQE. 
Peruvian_constitution 	Decimocuarta. 	Kay Hatun may Priwa kamachikuyta qallarinqa Rima Wasin. 
Peruvian_constitution 	La presente Constitución, una vez aprobada por el Congreso Constituyente Democrático, entra en vigencia, conforme al resultado del referéndum regulado mediante ley constitucional. 	Llaqta rimayman hina. Kay llaqta rimariymi ruwankum Hatun kama Pirwaman hina. 
Peruvian_constitution 	Decimo quinta. 	CHUNKA PISQAYOQ ÑEQE. 
Peruvian_constitution 	Las disposiciones contenidas en la presente Constitución, referidas a número de congresistas, duración del mandato legislativo, y Comisión Permanente, no se aplican para el Congreso Constituyente Democrático. Decimosexta. 	Kay Hatun Kamay Pirwa kamachikunapi nishian hayk'a apullikuna kanankumanta, hayk'a unay kamachikuynin kamachiy ruwana wasi ukupi kanankumanta; hinallatataq nishian pasqa huñunakuyspa llank’aqkunaqmanta, hinaspa kay kamachiykuna mana allpanchu Khunan Rimana Wasi “Congreso Constituyente Democratico” nisqapaq. 
Peruvian_constitution 	Promulgada la presente Constitución, sustituye a la del año 1979. 	CHUNKA SOQTAWAOQ ÑEQE. 
Peruvian_constitution 	DISPOSICIONES TRANSITORIAS ESPECIALES (*) 	Kay Hatun Kamay Pirwa ruwaynin mast’arikun 1979 watapi. 
Peruvian_constitution 	(*) Disposiciones Transitorias Especiales incorporadas mediante Ley N° 27365, publicada el 5 de noviembre de 2000. 	ASWAN AJLLASQA TUKUYKUNAPAQ KAMACHIYKUNA (*) 
Peruvian_constitution 	PRIMERA.- El Presidente y los Vicepresidentes de la República elegidos en las Elecciones Generales de 2000, concluirán su mandato el 28 de julio de 2001. 	HOQ ÑEQE.- 2000 wapapi Suyu Apulli hinaspa Qhepanpi Suyu apullikuna ajllasqakuna, kamachiyninta tukunqaku 28 antasituwa killapi, 2001 wata hunt’aypi. 
Peruvian_constitution 	Los congresistas elegidos en el mismo proceso electoral culminarán su representación el 26 de julio de 2001. 	Ajllasqa apullikunataqmi apullikayninkuta tukuqaku 26 antasituwa killapi, 2001 wata hunt’aypi.. 
