Mexican_constituition 	CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS 	JA JASTAL WA STOJB’ESE´ JA POLITIKA B’A ESTADOS UNIDOS MEJIKANOSI 
Mexican_constituition 	El Consejo de Salubridad General dependerá directamente del Presidente de la República, sin intervención de ninguna Secretaría de Estado, y sus disposiciones generales serán obligatorias en el país. 	Échi konsejo salubridad o´máana jereralchi a chea´mi níima ne bisirénte wilia´mi república, ke bilé nikumema échi segretario estárochi muchuwa´mi, alí mapu riká nuleliwa né iwera´lí níima jémi paischi. 
Mexican_constituition 	2a. 	2a. 
Mexican_constituition 	En caso de epidemias de carácter grave o peligro de invasión de enfermedades exóticas en el país, la Secretaría de Salud tendrá obligación de dictar inmediatamente las medidas preventivas indispensables, a reserva de ser después sancionadas por el Presidente de la República. 	Jepi ré nayuli nachuliwa´mi nirúlisa we aparua´mi we chati mapu omána bochima nayuli ke machírua´mi jémi paischi, échi secretaria de salud níima mapu iwera´lí animea we sapu chu reka chewipa mapu reka we newaléliwa, ke wesi ikirisa má simirosa a rikirima échi bisirénte jémi republika. 
Mexican_constituition 	3a. 	3a. 
Mexican_constituition 	La autoridad sanitaria será ejecutiva y sus disposiciones serán obedecidas por las autoridades administrativas del País. 	LTamóa´mi sanitariochi níima ejecutiva a´lí mapu nulá a nejewita´mi níma échi jawaa´mi tibúa´mi jémi paischi kítera. 
Mexican_constituition 	4a. 	4a. 
Mexican_constituition 	Las medidas que el Consejo haya puesto en vigor en la Campaña contra el alcoholismo y la venta de sustancias que envenenan al individuo o degeneran la especie humana, así como las adoptadas para prevenir y combatir la contaminación ambiental, serán después revisadas por el Congreso de la Unión en los casos que le competan. 	Mapu tamó échi consejo a uchuchasa mapu iwera´lí kítera najowiwa´mi (campaña) échi we bajiwamo a´lí ra´línewawa´mi sustancia mapu lowecha pakóta´mi chá ikiri cuwe jaka´mi, échi riká bucuruta´mi kíti chewipa a´lí sayeripa échi nachuquia´mi jémi kawichí, mináana enera´mi níima échi congreso de la union kítera mapu abói kompitente jú. 
Mexican_constituition 	XVII. Para dictar leyes sobre vías generales de comunicación, tecnologías de la información y la comunicación, radiodifusión, telecomunicaciones, incluida la banda ancha e Internet, postas y correos, y sobre el uso y aprovechamiento de las aguas de jurisdicción federal. 	XVII. Nápi nulalí kíta uchába pé chimí niráali komunikasióni, tinolojía échi ikíiriwala a’li échi komunikasióni, rárichijanáala, telekomunikasióni, síchika échi bánti we’léwala a’li internéti, pósti a’li koréi, a’li pé échi nelí a’li sichonelíala échi ba’wí pé isélwala jereráli. 
Mexican_constituition 	XVIII. Para establecer casas de moneda, fijar las condiciones que ésta deba tener, dictar reglas para determinar el valor relativo de la moneda extranjera y adoptar un sistema general de pesas y medidas; 	XVIII. Kíti newaba kalí wenomi, inéa chu reka niwisa ré ká jéna, ania chu reka nisa réka kíti machíboa chu kipu natéa´mi ká jéna wenomí boo´náká sia´mi a´lí bukurua bilé mapu reka olaba si´néa´mi neliwa´mi chiena betea´mi alí anáwia; 
Mexican_constituition 	XIX. Para fijar las reglas a que debe sujetarse la ocupación y enajenación de terrenos baldíos y el precio de estos. 	XIX. Mapu reka alá ineba mapu reka nokisáa ré mapu reka chea´mi níima isia´mi alí ke wesi niwa´lá níima weé reweta´mi a´lí jéna nateka´lá. 
Mexican_constituition 	XX. Para expedir las leyes de organización del Cuerpo Diplomático y del Cuerpo Consular mexicano. 	XX. Kíti nijiba jéna tamó´líwa´mi kítera nuleliwa´mi échi si´néa´mi wé machía´mi alí napawíka´mi representante mesikano. 
Mexican_constituition 	XXI. Para expedir: 	XXI. Nápi náulima: 
Mexican_constituition 	a) Las leyes generales en materias de secuestro, trata de personas y delitos electorales, que establezcan como mínimo, los tipos penales y sus sanciones. 	a) Échi nulalí si’némala matéri pé sikwésitiri kíta, e’teómala anelíala a’li relíti ilikitoráli, nápi welásima pébi nirá, nápi yéri jú katéwala a’li kípu rikíriwala. 
Mexican_constituition 	Las leyes generales contemplarán también la distribución de competencias y las formas de coordinación entre la Federación, las entidades federativas, el Distrito Federal y los municipios; 	Echi nulalí niráli ayéna cho uchásima échi chijánuala saeráwala a'li chú rigá napawítuame Jererasióni yúa, échi Intirá jereratíbi, a’li échi Ristiríti Jereráli a'li échi munisípi; 
Mexican_constituition 	b) La legislación que establezca los delitos y las faltas contra la Federación y las penas y sanciones que por ellos deban imponerse; así como legislar en materia de delincuencia organizada; 	b) Echi lijislasióni á síchoma échi rikíriwala a'li échi riwíila Jererasióni saeráwala a'li échi mo'walíwala a'li rikíriwala nápi échi kíte níwama cha'piwáala; nápi rigá lijisláriba matéri nekówame napawítola; 
Mexican_constituition 	c) La legislación única en materia procedimental penal, de mecanismos alternativos de solución de controversias, de ejecución de penas y de justicia penal para adolescentes, que regirá en la República en el orden federal y en el fuero común. 	c) Échi Lijislasióni bilépuala matéri chiriganókila mo'wálachi, pé chirigaoláwala nakulíwala katéwala najisáala a'li échi chotáala rikíriwala nápi nuláma o'mána gawí Mésiko né nulalí jereráli a'li échi kobiérni anáriwala. 
Mexican_constituition 	Las autoridades federales podrán conocer de los delitos del fuero común, cuando éstos tengan conexidad con delitos federales o delitos contra periodistas, personas o instalaciones que afecten, limiten o menoscaben el derecho a la información o las libertades de expresión o imprenta. 	Echi iséligame jereráli á oméro machísia échi rikíriwala kobiérni anáriwala, mápu a'lii je'ná níwi chéwala pé rikíriwala jereráli yúa ayéna cho rikíriwala piriorísti saeráala, e'teó ayéna cho échi jáwala nápi chéwi, ayéna cho nápi ké nirá échi rerecho ikiíwala ayéna cho échi bi'nówala aniwáala. imprenta. 
Mexican_constituition 	En las materias concurrentes previstas en esta Constitución, las leyes federales establecerán los supuestos en que las autoridades del fuero común podrán conocer y resolver sobre delitos federales; 	Échi matéri bi’nonátila machirásirame je’ná kostitusióni, échi nulalí jereráli weláma échi niráwala nápi échi iséligame á silíi sinibíwala oméru machiá a’li akaréwia échi relíti Jereráli; 
Mexican_constituition 	XXII. Para conceder amnistías por delitos cuyo conocimiento pertenezca a los tribunales de la Federación. 	XXII. Kíti abá kú wekawiwa´mi échi karua´mi machírua´mi mapu nirua´mi jú najora´láchi jererasion. 
Mexican_constituition 	XXIII. Para expedir leyes que establezcan las bases de coordinación entre la Federación, el Distrito Federal, los Estados y los Municipios, así como para establecer y organizar a las instituciones de seguridad pública en materia federal, de conformidad con lo establecido en el artículo 21 de esta Constitución. 	XXIII. Kíti nijiba échi tamó´líwa´mi kíti newaba mapu reka natuika nokiméa échi jererasion, ristrito jereral, suwama estárochi a´lí munisipio, ayéna cho newaa alí catuwia mapu riká aní échi seguridad publica ne jereral kítera, ne mapu reka aní osiruami 21 jéna konstitusioni. 
Mexican_constituition 	XXIV. Para expedir las leyes que regulen la organización y facultades de la Auditoría Superior de la Federación y las demás que normen la gestión, control y evaluación de los Poderes de la Unión y de los entes públicos federales; así como para expedir la ley general que establezca las bases de coordinación del Sistema Nacional Anticorrupción a que se refiere el artículo 113 de esta Constitución; 	XXIV. Mápu náula échi nulalí nápi wachináma échi napawítula a’li nuláala échi Machirásila Repabéala Jererasióni a’li échi jaré nápi ka’lá animéa échi táwala, nesériwala a’li e’nésiwala échi iwérali napawítula a’li échi énti púbiliki jereráli; ayéna cho nápi riká náulame échi nulalí niráale nápi wiliméa échi re’léwala korinasióni Sitéma Nasonáale atikorusióni nápi aní échi artíkili 113 je’ná Kostitusióni; 
Mexican_constituition 	XXV. Para establecer el Servicio Profesional docente en términos del artículo 3o. de esta Constitución; establecer, organizar y sostener en toda la República escuelas rurales, elementales, superiores, secundarias y profesionales; de investigación científica, de bellas artes y de enseñanza técnica, escuelas prácticas de agricultura y de minería, de artes y oficios, museos, bibliotecas, observatorios y demás institutos concernientes a la cultura general de los habitantes de la nación y legislar en todo lo que se refiere a dichas instituciones; para legislar sobre vestigios o restos fósiles y sobre monumentos arqueológicos, artísticos e históricos, cuya conservación sea de interés nacional; así como para dictar las leyes encaminadas a distribuir convenientemente entre la Federación, los Estados y los Municipios el ejercicio de la función educativa y las aportaciones económicas correspondientes a ese servicio público, buscando unificar y coordinar la educación en toda la República, y para asegurar el cumplimiento de los fines de la educación y su mejora continua en un marco de inclusión y diversidad. 	XXV. Mápu welába échi Siribísi Benemáchiame benériame á kuwaníka échi artíkili 3º. >Je’ná kostitusióni; welalíame, napawítuame a’li chéwialame né o’mána Ripúbiliki sikwéla ruráli, bachabéwala, repabéwala, sikuntári a’li benemáchiame; pé jiyétame sintíjiki, chi’manéwala a’li benériwala téniki, sikwéla olásila échi wasanóochala a’li minérii, pé newáala a’li ojisísi, semacháala, oseliatéwala, e’nelíwala a’li jaré istituto uchelíwala échi nawá niráale e’teówalaje’ná a’wíala a’li lijislárima né su’wába nápi á aniwá pé anísila istitusióni; mápu lijisláribo pé jiyépala ayéna cho rihpíwala jósili a’li pé weláwala ’yamáchiwala, nawalíwala a’li ‘yairétala, nóli tibúkiame níima pé cha’pisiwala nasonáale; nápi riká cho animéa échi nulalí má chotárame rojána neatúaka chimí Jererasióni, échi Istári a’li Munisípi échi ijirisísi pé nokiwáala benelíala a’li échi nijíwala wenómila neolásila chimí siribísi púbiliki, áaka napabúala a’li korinári échi benelí né o’mána Ripúbiliki, a’li mápu bichíwama échi sebárila kuwaníwala échi benelí a’li kípu a’láwala aminasírola á biléana máriki pé síchola a’li wekanátala. 
Mexican_constituition 	Los Títulos que se expidan por los establecimientos de que se trata surtirán sus efectos en toda la República. 	Échi rewalá nápi á náulima échi welásila nápi á aniwá nijíwala kípu níwala né o’mána Ripúbiliki. 
Mexican_constituition 	Para legislar en materia de derechos de autor y otras figuras de la propiedad intelectual relacionadas con la misma; 	Mápu lijisláribo échi matéri rerécho né ‘eisilá a’li jarécho namútiwala pé échiwala machiala relasionári pé échi cho yua; 
Mexican_constituition 	XXVI. Para conceder licencia al Presidente de la República y para constituirse en Colegio Electoral y designar al ciudadano que deba substituir al Presidente de la República, ya sea con el carácter de interino o substituto, en los términos de los artículos 84 y 85 de esta Constitución; 	XXVI. Mápu ‘yábo risénsia échi Bisirénti je’ná Ripubiliki a’li mápu kosituíribo Koléji Ilikitoráli a’li ‘yábo échi siuraráni nápi á subtituírima Bisirénto je’ná Ripúbiliki, chí re échi kíta ké’ iteríni ayéna cho subsitúto, pé anísila échi artíkili 84 a’li 85 je’ná kostitusióni; 
Mexican_constituition 	XXVII. Para aceptar la renuncia del cargo de Presidente de la República. 	XXVII. Kíti narepa ku machínawami échi bisirénte ká omána repúblika. 
Mexican_constituition 	XXVIII. Para expedir leyes en materia de contabilidad gubernamental que regirán la contabilidad pública y la presentación homogénea de información financiera, de ingresos y egresos, así como patrimonial, para la Federación, los estados, los municipios, el Distrito Federal y los órganos político-administrativos de sus demarcaciones territoriales, a fin de garantizar su armonización a nivel nacional; 	XXVIII.. >Kíti nijiba tamó´líwa´mi échi taraa´mi wenomi kítera mapu jáwa´mi napabú mapu tamóma échi tara´líwa´mi wenomi suwama a´lí rua´mi né chiyiri chó nawesiwa´mi wenomi kítera, mapu iki moisimi alí mapu iki suwabiwa, échi mapu niwia ré aboni, kíti niwima jererasionchi, échi estárochi, échi munisípiochi, alí ristrito jerera´lí alí suwana nocháma´mi politiko, wenomi tibúa´mi mapu oná jónsa kawirili bí, kíti o´máana kawichí alá kanilima rejólipa; 
Mexican_constituition 	XXIX. Para establecer contribuciones: 	XXIX. Nápi welába nijirojáname: 
Mexican_constituition 	1o. 	1o. 
Mexican_constituition 	Sobre el comercio exterior; 	Ma ra´línewa jaréanacho; 
Mexican_constituition 	2o. 	2o. 
Mexican_constituition 	Sobre el aprovechamiento y explotación de los recursos naturales comprendidos en los párrafos 4º y 5º del artículo 27; 	Mapu iki néliwa a´lí mapu iki niru jémi kawirili machírua´mi jú rojanára´mi 4 a´lí artíkili 27; 
Mexican_constituition 	3o. 	3o. 
Mexican_constituition 	Sobre instituciones de crédito y sociedades de seguros; 	Mapu o´ná nocháma´líwa tanewiká a´lí mapu napawíka nocháma sekurochi; 
Mexican_constituition 	4o. 	4o. 
Mexican_constituition 	Sobre servicios públicos concesionados o explotados directamente por la Federación; y 	Si´néa´mi mapu iki ne pakóta´mi abela niwa´lá jú jererasion; a´lí 
