Mexican_constitution 	CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS 	TLANEJNEUILYOTL TLEN SENTIKMASEUALMEJ 
Mexican_constitution 	IV. Gozar de buena reputación y no haber sido condenado por delito que amerite pena corporal de más de un año de prisión; pero si se tratare de robo, fraude, falsificación, abuso de confianza y otro que lastime seriamente la buena fama en el concepto público, inhabilitará para el cargo, cualquiera que haya sido la pena. 	IV. Kipixtos kualiinemilis uan amo kipixtos tlaiyouili ka tekichiuanin uan amo kikaltsatose pan se xiuitl; tlan tlachtejki, tlajkakayauas, kikixtis amo xitlauak amatl, tekipanos ken amo moneki, uan seyok katli kiixpanos inemilis miakiyotl, kitekikixtilise, tlen katliueli tlaixpanoli, uan. 
Mexican_constitution 	V. Haber residido en el país durante los dos años anteriores al día de la designación; y 	V. Kipia mochantijtos pan ni mexkotlali tlen ome xiuitl kema ki tokaxtisen; uan. 
Mexican_constitution 	VI. No haber sido Secretario de Estado, Fiscal General de la República, senador, diputado federal ni gobernador de algún Estado o Jefe de Gobierno del Distrito Federal, durante el año previo al día de su nombramiento. 	VI. Amo tekititos ken tekitlajkuilojtetl, axkayotekitijketl neneuili, o tekitlauaualistli, D. F., axkayotl machiotlajtolketl, kaltlaijtoltlakatl, axkayotl machiotlajtolketl, yon taltokayotl tlanauatijketl o tekitlayakanketl D. F., tlen kema asiti xiuitl kiamatokaxtisej; 
Mexican_constitution 	Los nombramientos de los Ministros deberán recaer preferentemente entre aquellas personas que hayan servido con eficiencia, capacidad y probidad en la impartición de justicia o que se hayan distinguido por su honorabilidad, competencia y antecedentes profesionales en el ejercicio de la actividad jurídica. 	Amatokayotl tlen yekantlajtoltijkemen kiselise katli nelia kuali tekipanojke uan ka nemachili pan tlen tekixitlauak tlakuaualistli uan katli moixpanextijke kuali pan itekichiualotl, tekiasilistli, uan amo kipia tlaixpanoli pan xitlauak tlatolketsali. 
Mexican_constitution 	Artículo 96. 	Najpouali uan kaxtoli uan sentipaj tlaijtoli. 
Mexican_constitution 	Para nombrar a los Ministros de la Suprema Corte de Justicia, el Presidente de la República someterá una terna a consideración del Senado, el cual, previa comparecencia de las personas propuestas, designará al Ministro que deba cubrir la vacante. 	Tlen kintokaxtise yekantlajtoltijketl axkayotl tepanitali tlen mexkotlali, mexkotlanauatijketlkitlaliseyi tlapepenilkayotl ka itlachialis tlaijtoltlakamen, katli moixpantise kin tlapejpenisej nopa yekantlajtoltijketl katli tekitis pan nopa kakiuilo. 
Mexican_constitution 	La designación se hará por el voto de las dos terceras partes de los miembros del Senado presentes, dentro del improrrogable plazo de treinta días. 	Nopa tlapejpenili mochiuas ika ome uan eyi tlen katli paya itstoke ka tlauasanili, ipanome kaxtoli tonali. 
Mexican_constitution 	Si el Senado no resolviere dentro de dicho plazo, ocupará el cargo de Ministro la persona que, dentro de dicha terna, designe el Presidente de la República. 	Tlaj ni tlatoltlakamen amo kisenkauasej pan nopa tonali, kitekiuis nopa kakiuili katli kitokaxtis mexkotlanauatijketl. 
Mexican_constitution 	En caso de que la Cámara de Senadores rechace la totalidad de la terna propuesta, el Presidente de la República someterá una nueva, en los términos del párrafo anterior. 	Tlanopa tlatoltlakamen amo kiselia nopa eyij tlapepenilkayotl, uajka mexkotlanauatijketl kiixpanextis yankuik tlapepenolpa tlen tlajtoua ni achtiui ijtoli. 
Mexican_constitution 	Si esta segunda terna fuera rechazada, ocupará el cargo la persona que dentro de dicha terna, designe el Presidente de la República. 	Tlan ni ompa tlapepenolpa sempa amo kiseliaj, uajka kitekiuis ni kakikuili katli pan ni tlapepenolpa kijtos mexkotlanauatijketl. 
Mexican_constitution 	Artículo 97. 	Najpouali uan kaxtoli uan ometipaj tlaijtoli. 
Mexican_constitution 	Los Magistrados de Circuito y los Jueces de Distrito serán nombrados y adscritos por el Consejo de la Judicatura Federal, con base en criterios objetivos y de acuerdo a los requisitos y procedimientos que establezca la ley. 	Melajmachiojkemen uan tlapixkemen katli mopantiaj pan tlaltokayolmen tlen mexkotlali, tlalotll tlakuaualistli yani kintokaxtis tlen tlajtoua machiotlajtoli. 
Mexican_constitution 	Durarán seis años en el ejercicio de su encargo, al término de los cuales, si fueran ratificados o promovidos a cargos superiores, sólo podrán ser privados de sus puestos en los casos y conforme a los procedimientos que establezca la ley. 	Uejkauase pan ininteki chikuase xiuitl, uan kema tekitlamisej uelis kinmakase uejkapa tlanauatijkayotl, uan uelis kintekikixtilise tlen tlajtoua machiotlajtoli. 
Mexican_constitution 	La Suprema Corte de Justicia de la Nación podrá solicitar al Consejo de la Judicatura Federal que averigüe la conducta de algún juez o magistrado federal. 	Axkayotl tepanitali tlen mexko uelis tlanisej pan axkayotl teipanitali tlen wexkapan tlatemolikenijki tlanauatiya axkayo tlajpixketl. 
Mexican_constitution 	La Suprema Corte de Justicia nombrará y removerá a su secretario y demás funcionarios y empleados. 	Nopa axkayotl tepanitali tlen mexkotlali kitokaxtis uan kijkuinis itekitlajkuilojkan uan sekinok tekitinin. 
Mexican_constitution 	Los Magistrados y jueces nombrarán y removerán a los respectivos funcionarios y empleados de los Tribunales de Circuito y de los Juzgados de Distrito, conforme a lo que establezca la ley respecto de la carrera judicial. 	Melajmachiojkemen uan tlapixkemen kintokaxtis uan kinijkuinisej inin tekitinin uan sekinok tekipanouanin tlen youalolaxkayotl uan tlen tlapixkemen katli mopantiaj pan tlaltokayolmen. 
Mexican_constitution 	Cada cuatro años, el Pleno elegirá de entre sus miembros al Presidente de la Suprema Corte de Justicia de la Nación, el cual no podrá ser reelecto para el período inmediato posterior. 	Najnapa xiuitl, nopa mosentiliyanij kintlajpejpenisej uan kitokaxtise se tlen kintekitlayakanas, ni amo uelis sempa kitekitlalise kema nimaya tekikaua. 
Mexican_constitution 	Cada Ministro de la Suprema Corte de Justicia, al entrar a ejercer su encargo, protestará ante el Senado, en la siguiente forma: 	Sesenka yekantlajtoltijketl tlen axkayotl tepanitali tlen mexkotlali, kema kipeualtis tekipanos, pan iteki kichiuas tekimaitlselilistli ixpan tlaijtoltlakatl tlen kiani: 
Mexican_constitution 	Presidente: “¿Protestáis desempeñar leal y patrióticamente el cargo de Ministro de la Suprema Corte de Justicia de la Nación que se os ha conferido y guardar y hacer guardar la Constitución Política de los Estados Unidos Mexicanos y las leyes que de ella emanen, mirando en todo por el bien y prosperidad de la Unión?” 	Tlajtoani: “¿Ti titekimaiselia tichiuasken moneki uan ken mexkoejketl nopa tekitl yekantlajtoltijketl tlen axkayotl tepanitali tlen mexko tlai tlen katli ama mitsmaka uan ti kajokuis uan ti chiuas katli kijitoua tlanejneuilyotl tlen mexkotlali aun imachiotlajtolmen tlen katli paya meya, ka kuali tlachixkayotl pan nochi tlen ikualtijka tlen to mexko?”. 
Mexican_constitution 	Ministro: “Sí protesto” 	Yekantlajtoltijketl:“kena ni tekimaiselia”. 
Mexican_constitution 	Presidente: “Si no lo hiciereis así, la Nación os lo demande”. 	Tlajtoani: “Tlaj amo kiampa ti chiuas, mexkoitstinij ma mits tlaijyouiltika”. 
Mexican_constitution 	Los Magistrados de Circuito y los Jueces de Distrito protestarán ante la Suprema Corte de Justicia y el Consejo de la Judicatura Federal. 	Melajmachiojkemen uan tlapixkemen tlen itstoken pan tlaltokayolmen tekimaiselilisej ixpa pan axkayotl tepanaitali tlen mexkotlali uan ueyi tlaixnamijketl miyayotl tlakuaualistli tlalotl. 
Mexican_constitution 	Artículo 98. 	Najpouali uan kaxtoli uan eyitipaj tlaijtoli. 
Mexican_constitution 	Cuando la falta de un Ministro excediere de un mes, el Presidente de la República someterá el nombramiento de un Ministro interino a la aprobación del Senado, observándose lo dispuesto en el artículo 96 de esta Constitución. 	Kejmaamo mopantia se yekantlajtoltijketl kipanos tlen se metstli, uajka mexkotlanauatijketl kiixpantis amatokaitl pan machiosentili nechikoli uan yani ki patijmakas, tlen tlajtoua najpoali uan majtlatli uan chikuasen tlaijtoli tlen ni tlajneneuilyotl. 
Mexican_constitution 	Si faltare un Ministro por defunción o por cualquier causa de separación definitiva, el Presidente someterá un nuevo nombramiento a la aprobación del Senado, en los términos del artículo 96 de esta Constitución. 	Tlan se yekantlajtoltijketl mikis o ka seyok tlenijki tlatsakuili kipantis, ni tlajtoani, kiixpantis seyok amatokaitl pan machiosentili nechikoli uan yani kipatijmakase, tlen tlajtoua najpoali uan majtlatli uan chikuasen tlaijtoli tlen ni tlajneneuilyotl. 
Mexican_constitution 	Las renuncias de los Ministros de la Suprema Corte de Justicia solamente procederán por causas graves; serán sometidas al Ejecutivo y, si éste las acepta, las enviará para su aprobación al Senado. 	Tla tekipanouanin tlen yekantlajtoltijkemen tlen axkayotl tepanitali tlen mexkotlali kikauasen ka ipakilis inin teki, uan kena uelis momakas tlan kichijke se ueyi tlaixpanoli, kiixpantlalise ka mexkotlanauatijketl uan tlan yani kiselia, kittitlanis pan machiosentili nechikoli katli kipajtimakase. 
Mexican_constitution 	Las licencias de los Ministros, cuando no excedan de un mes, podrán ser concedidas por la Suprema Corte de Justicia de la Nación; las que excedan de este tiempo, podrán concederse por el Presidente de la República con la aprobación del Senado. 	Tlan onka tekisiajkilistli pan yekantlajtoltijkemen, kema amo pano tlen se metstli, uelis temakas yani axkayotl tepanitali tlen mexkotlali; katli panos pan ni tonali, uelis temakas mexkotlanauatijketl ka itlachialis machuiosentili nechikoli. 
Mexican_constitution 	Ninguna licencia podrá exceder del término de dos años. 	Yon se tekisiajkilistli amo uelis panos tlen ome xiuitl. 
Mexican_constitution 	Artículo 99. 	Najpouali uan kaxtoli uan nauitipaj tlaijtoli. 
Mexican_constitution 	El Tribunal Electoral será, con excepción de lo dispuesto en la fracción II del artículo 105 de esta Constitución, la máxima autoridad jurisdiccional en la materia y órgano especializado del Poder Judicial de la Federación. 	Uexkaketsali tlapepenolpa elis, tlen ikuilijtok pan ome pilijtoli tlen tlajtoua makuilpoali uan makuili tlaijtoli tlen ni tlajneneuilyotl, tlen ni ueyi tekitiketl pan tlapepenolpa. 
Mexican_constitution 	Para el ejercicio de sus atribuciones, el Tribunal funcionará en forma permanente con una Sala Superior y salas regionales; sus sesiones de resolución serán públicas, en los términos que determine la ley. >Contará con el personal jurídico y administrativo necesario para su adecuado funcionamiento. 	Tlen kichiuase inin tekilistli, uexkaketsali tlapepenolpa nochipa tekipanojtos; in in nechikolis kampa kisenkauasej kamanali nochi kisematise, tlen tlajtoua machiotlajtoli. 
Mexican_constitution 	La Sala Superior se integrará por siete Magistrados Electorales. 	Pan nopa ueyi uexkaketsali tlapepenolpa itstosej ka chikomej melajmachiojkemen tlapejpenolpa. 
Mexican_constitution 	El Presidente del Tribunal será elegido por la Sala Superior, de entre sus miembros, para ejercer el cargo por cuatro años. 	Tlayakanketl tlen melajmachiojketl tlapepenolpa kitokaxtisej pan ueyi kaltlapepenolpa, tlen katli paya momelauaj, uan tekitis naui xiuitl. 
Mexican_constitution 	Al Tribunal Electoral le corresponde resolver en forma definitiva e inatacable, en los términos de esta Constitución y según lo disponga la ley, sobre: 	Melajmachiojketl tlapepenolpa ya kinamiki kisenkauas kuesoli tlen itlamiltiya tlakuaualpetonili tlen amoyok uelis mopatlas, tlen tlajtoua ni tlanejneuilyotl uan sekinok machiotlajtolmen, tlen: 
Mexican_constitution 	I. Las impugnaciones en las elecciones federales de diputados y senadores; 	I. Tlen kuesoli kampa kintlapejpenijke amo mochijki ken moneki tlen machiotlajtolkemen uan tlaijtoltlakamen; 
Mexican_constitution 	II. Las impugnaciones que se presenten sobre la elección de Presidente de los Estados Unidos Mexicanos que serán resueltas en única instancia por la Sala Superior. 	II. Tlen kuesoli katli moixpantiaj tlen tlapepenolpa amo mochijki ken moneki tlen mexkotlanauatijketl uan kisenkauas ueyi kaltlapepenolpa. 
Mexican_constitution 	Las salas Superior y regionales del Tribunal sólo podrán declarar la nulidad de una elección por las causales que expresamente se establezcan en las leyes. 	Ueyi kaltlapepenolpa san uelis kijtosej amo tlen ipatij se tlapepenolpa tlen tlajtoua machiotlajtolmen. 
Mexican_constitution 	La Sala Superior realizará el cómputo final de la elección de Presidente de los Estados Unidos Mexicanos, una vez resueltas las impugnaciones que se hubieren interpuesto sobre la misma, procediendo a formular, en su caso, la declaración de validez de la elección y la de Presidente Electo respecto del candidato que hubiese obtenido el mayor número de votos. 	Ueyi kaltlapepenolpa kichiuas kipouas keski kiski tlauasanili tlen tlapepenolpa mexkotlanauatijketl, kema ya mosenkajki kuesoli katli motlali pan inon, kijtosipatijka tlapepenolpa uan mexkotlanauatijketl katli kitlanki uan kipixki miak tlauasanili. 
Mexican_constitution 	III. Las impugnaciones de actos y resoluciones de la autoridad electoral federal, distintas a las señaladas en las dos fracciones anteriores, que violen normas constitucionales o legales; 	III. Tlen kuesoli tlen katli kichiuaj uan kisenkauatekitiketl tlen tlapepenolpa tlen mexko, amo san se katli ijkuilijtok pan se uan ome pilijtolo, tlen kixpanoj machiotlajtolmen tlanejneuilyotl. 
Mexican_constitution 	IV. Las impugnaciones de actos o resoluciones definitivos y firmes de las autoridades competentes de las entidades federativas para organizar y calificar los comicios o resolver las controversias que surjan durante los mismos, que puedan resultar determinantes para el desarrollo del proceso respectivo o el resultado final de las elecciones. >Esta vía procederá solamente cuando la reparación solicitada sea material y jurídicamente posible dentro de los plazos electorales y sea factible antes de la fecha constitucional o legalmente fijada para la instalación de los órganos o la toma de posesión de los funcionarios elegidos; 	IV. Tlen kuesoli katli kisenkauaj tlen tekitinin katli itstoke pan tlaltokayolmen, katli kisenkajkeuan kitsontlamiltijke, kampa kinenemiltisej uan temakas ipatijka ajkeya kitlanki pan tlapepenolpa nojkia kisenkauasej kuesolmen katli panos pan tonalpa tlapepenolpa, pampa inon moixpanextis ajkeya tekitis pan nopa tlapepenolpa. 
Mexican_constitution 	V. Las impugnaciones de actos y resoluciones que violen los derechos político electorales de los ciudadanos de votar, ser votado y de afiliación libre y pacífica para tomar parte en los asuntos políticos del país, en los términos que señalen esta Constitución y las leyes. 	V. Tlen kuesolmenkatli kichiuaj o tlakuaualpetonili katli kintlanaui ixkayol tlen tlauasanili, uan katli kintlalijke ni katli kintlapepenise uan kinuasanisej, kampa uelis se kinekis uelis moijkuilos pan nechikol tlapepenolpa tlen tlajtoua tlanejneuilyotl uan machiotlajtolmen. 
Mexican_constitution 	Para que un ciudadano pueda acudir a la jurisdicción del Tribunal por violaciones a sus derechos por el partido político al que se encuentre afiliado, deberá haber agotado previamente las instancias de solución de conflictos previstas en sus normas internas, la ley establecerá las reglas y plazos aplicables; 	Tlan se maseuali kineki moixpantis pan uexkaketsali tlapepenolpa tlan kichiulijkej tlaixpanoli kampa moijkuilojtok nechikol tlapepenolpa, moneki kitlamiltis achtiui kampa mosenkauas, machiotlajtoli tlajtos kenijki uan kema kichiuas. 
